drill_id,site_id,scheduled_date,completed,passed,evac_time_seconds
68,2,2023-04-27,False,False,162
69,2,2025-02-19,False,False,167
70,2,2025-06-02,True,True,178
71,2,2023-06-06,True,True,132
72,2,2023-09-12,False,False,209
73,3,2024-08-17,True,True,165
74,3,2025-03-29,True,True,151
75,3,2024-07-06,True,True,167
76,3,2024-11-19,True,True,147
77,3,2025-07-15,True,True,163
78,3,2025-08-06,True,True,170
79,3,2025-03-29,True,True,137
80,3,2024-02-23,True,True,192
81,3,2025-06-21,True,True,170
82,3,2023-03-21,True,True,174
83,3,2022-10-21,True,True,139
84,3,2025-05-05,True,True,147
85,3,2025-02-10,True,True,124
86,3,2023-07-16,False,False,197
87,3,2023-12-20,True,True,128
88,3,2025-06-07,True,False,194
89,3,2023-11-28,True,True,176
90,3,2024-09-28,True,True,126
91,3,2024-07-14,True,True,137
92,3,2023-11-22,True,True,170
93,3,2023-03-17,True,True,170
94,3,2025-03-25,True,True,105
95,3,2022-12-06,True,True,143
96,3,2023-04-09,True,True,155
97,4,2024-11-03,True,True,170
98,4,2025-08-06,False,False,180
99,4,2023-03-13,False,False,219
100,4,2024-03-16,True,True,138
101,4,2023-10-11,False,False,218
102,4,2025-07-20,True,True,186
103,4,2024-11-19,True,False,153
104,4,2024-06-03,True,True,111
105,4,2022-12-27,True,True,128
106,4,2023-01-08,True,True,156
107,4,2023-12-06,True,True,147
108,4,2024-02-04,False,False,220
109,4,2023-03-19,True,True,150
110,4,2025-04-15,True,True,171
111,4,2025-03-17,True,False,229
112,4,2024-07-05,False,False,210
113,4,2023-03-31,True,True,164
114,4,2024-10-10,True,False,245
115,4,2023-02-01,False,False,128
116,4,2023-04-16,False,False,213
117,4,2024-11-13,True,False,141
118,4,2023-11-03,True,True,117
119,4,2025-03-14,False,False,226
120,4,2023-01-28,False,False,185
121,4,2024-08-21,True,True,157
122,4,2023-06-20,False,False,216
123,4,2024-01-07,False,False,206
124,4,2023-03-21,True,False,179
125,4,2022-12-27,True,True,196
126,4,2023-03-13,False,False,195
127,5,2023-06-29,True,True,147
128,5,2024-05-03,True,True,153
129,5,2023-10-20,True,True,130
130,5,2023-01-27,False,False,181
131,5,2024-04-12,True,True,156
132,5,2023-11-25,True,True,147
133,5,2025-01-04,False,False,162
134,5,2025-02-15,True,True,124
135,5,2025-08-27,False,False,182
136,5,2023-01-09,False,False,146
137,5,2024-06-13,True,True,158
138,5,2024-01-07,True,True,185
139,5,2023-09-17,True,True,157
140,5,2024-09-29,True,True,133
141,5,2022-10-04,False,False,204
142,5,2022-10-25,True,True,137
143,5,2023-11-16,False,False,190
144,5,2025-05-15,True,True,151
145,5,2023-02-25,True,True,180
146,5,2025-08-05,True,True,194
147,5,2025-02-28,True,True,147
148,6,2024-08-18,True,True,146
149,6,2023-01-21,True,True,157
150,6,2024-12-27,True,True,149
151,6,2023-03-18,True,True,193
152,6,2022-12-13,True,True,165
153,6,2024-01-14,True,True,157
154,6,2024-02-29,True,True,164
155,6,2024-07-05,True,True,161
156,6,2024-04-01,True,True,151
157,6,2025-05-15,True,True,101
158,6,2023-10-14,True,True,127
159,6,2024-09-08,True,True,166
160,6,2025-06-29,True,True,127
161,6,2024-02-01,True,True,168
162,6,2024-01-20,True,True,154
163,6,2023-05-04,True,False,199
164,6,2023-02-17,True,True,130
165,6,2025-03-24,True,True,149
166,6,2024-04-13,True,True,122
167,6,2023-03-30,True,True,152
168,6,2023-03-07,True,True,155
169,7,2024-06-13,True,True,189
170,7,2024-08-08,True,True,128
171,7,2025-03-26,False,False,247
172,7,2025-08-21,False,False,196
173,7,2023-03-17,True,True,162
174,7,2023-10-03,False,False,119
175,7,2024-07-30,False,False,171
176,7,2025-05-02,True,True,170
177,7,2024-07-03,False,False,163
178,7,2023-10-27,True,True,99
179,7,2024-02-22,True,True,174
180,7,2025-08-26,True,True,192
181,7,2025-02-08,True,True,122
182,7,2023-07-22,True,False,179
183,7,2025-04-01,False,False,206
184,7,2024-02-25,True,True,169
185,7,2024-02-07,False,False,141
186,7,2024-01-02,True,True,135
187,7,2024-11-20,True,True,150
188,7,2024-08-03,True,True,206
189,7,2024-04-15,True,True,141
190,7,2024-06-01,False,False,163
191,7,2025-02-16,True,True,163
192,7,2024-03-29,True,True,175
193,7,2024-02-18,True,True,163
194,7,2024-11-27,False,False,143
195,7,2023-07-19,True,True,165
196,8,2024-09-26,True,True,168
197,8,2025-07-17,True,True,178
198,8,2025-05-07,True,True,159
199,8,2024-06-23,True,True,153
200,8,2025-07-15,True,True,142
201,8,2024-03-21,True,True,159
202,8,2024-04-03,False,False,165
203,8,2025-05-18,True,True,132
204,8,2025-05-15,False,False,226
205,8,2023-10-25,True,True,135
206,8,2024-02-09,True,True,167
207,8,2023-08-30,True,True,204
208,8,2023-11-28,True,False,147
209,8,2024-06-24,True,True,190
210,8,2023-12-08,True,True,134
211,8,2023-03-21,True,True,149
212,8,2024-01-02,True,True,118
213,8,2025-03-31,True,True,163
214,8,2023-05-01,True,True,147
215,8,2024-05-07,True,True,99
216,8,2025-08-31,True,True,118
217,8,2022-09-22,True,True,134
218,8,2024-05-08,True,True,203
219,8,2023-09-27,True,True,174
220,8,2024-03-09,True,True,161
221,8,2024-02-11,True,True,140
222,8,2024-03-19,True,False,179
223,8,2023-11-30,True,True,147
224,8,2024-05-08,True,True,150
225,8,2024-08-21,True,True,144
226,8,2024-11-06,True,True,125
227,8,2022-12-31,True,True,192
228,8,2024-02-28,False,False,231
229,8,2023-01-05,True,True,107
230,8,2025-08-28,True,True,154
231,8,2024-05-18,True,False,162
232,8,2023-05-18,True,True,181
233,8,2023-03-06,False,False,193
234,8,2025-03-07,True,False,201
235,9,2025-04-18,True,True,170
236,9,2025-06-01,False,False,191
237,9,2023-02-08,True,True,167
238,9,2023-01-15,True,False,210
239,9,2025-06-30,False,False,208
240,9,2024-03-27,True,True,117
241,9,2023-02-25,True,True,181
242,9,2025-08-13,True,False,164
243,9,2023-09-26,True,False,190
244,9,2025-02-18,True,True,129
245,9,2025-02-14,False,False,234
246,9,2024-05-21,False,False,172
247,9,2025-06-18,True,True,158
248,9,2022-10-18,True,True,148
249,9,2025-06-07,True,True,165
250,9,2022-10-20,True,True,161
251,9,2024-08-15,True,True,114
252,9,2023-11-13,True,False,192
253,9,2024-04-16,True,False,173
254,9,2023-03-23,True,True,136
255,9,2024-04-20,True,True,163
256,9,2023-11-19,True,True,170
257,9,2024-04-21,False,False,209
258,9,2025-06-21,True,True,119
259,9,2023-02-22,True,True,151
260,9,2025-08-07,False,False,148
261,9,2023-04-11,True,True,166
262,10,2023-04-10,True,False,164
263,10,2023-03-27,True,True,102
264,10,2023-01-11,True,True,138
265,10,2024-05-28,True,True,121
266,10,2025-07-15,True,True,135
267,10,2023-01-24,True,True,148
268,10,2023-12-23,True,True,142
269,10,2023-06-03,True,True,146
270,10,2024-11-17,True,True,163
271,10,2024-03-28,True,True,169
272,10,2025-08-09,True,True,147
273,10,2022-12-08,True,True,133
274,10,2022-12-04,True,False,189
275,10,2025-03-22,True,True,138
276,10,2023-09-14,True,True,183
277,10,2023-10-01,True,True,125
278,10,2022-10-10,False,False,231
279,10,2025-06-01,True,True,149
280,10,2025-05-03,True,True,157
281,10,2023-07-29,True,True,222
282,10,2022-11-25,True,True,142
283,10,2022-12-31,True,True,212
284,10,2025-07-24,True,True,133
285,10,2023-12-06,True,True,174
286,10,2025-01-11,True,True,190
287,10,2023-07-14,True,False,180
288,10,2025-05-17,True,True,150
289,10,2024-04-16,True,True,152
290,10,2025-03-28,True,False,152
291,10,2022-12-09,True,True,132
292,10,2023-08-27,True,False,168
293,10,2025-04-12,True,True,165
294,10,2024-10-29,True,True,200
295,10,2023-01-06,False,False,186
296,10,2024-02-13,True,True,159
297,10,2023-09-28,True,True,122
298,11,2025-07-16,False,False,221
299,11,2024-02-07,False,False,164
300,11,2022-10-20,True,True,148
301,11,2024-11-09,True,True,177
302,11,2023-03-19,True,True,158
303,11,2023-01-07,False,False,226
304,11,2024-09-09,True,True,143
305,11,2023-11-25,False,False,210
306,11,2024-10-16,False,False,170
307,11,2023-01-11,False,False,237
308,11,2025-09-05,False,False,195
309,11,2023-03-12,True,True,145
310,11,2023-12-29,True,True,126
311,11,2024-02-20,True,True,182
312,11,2024-07-12,False,False,206
313,11,2025-06-27,True,True,202
314,11,2024-03-31,True,True,179
315,11,2022-12-16,True,True,165
316,11,2024-02-25,True,True,140
317,11,2025-06-06,True,True,115
318,11,2024-01-25,True,True,164
319,12,2025-04-23,False,False,223
320,12,2025-04-23,False,False,190
321,12,2023-04-27,True,True,178
322,12,2025-02-08,False,False,206
323,12,2023-10-16,False,False,202
324,12,2023-08-04,True,True,116
325,12,2024-12-12,True,True,125
326,12,2023-01-18,True,True,166
327,12,2023-04-10,True,False,230
328,12,2023-08-15,True,False,160
329,12,2022-11-01,True,True,125
330,12,2025-05-30,False,False,193
331,12,2025-07-24,True,False,160
332,12,2023-03-23,True,True,144
333,12,2023-04-20,True,True,128
334,12,2022-11-11,True,True,128
335,12,2023-05-25,True,True,163
336,12,2022-09-20,True,True,133
337,12,2023-08-19,False,False,208
338,12,2025-02-22,True,True,134
339,12,2023-01-10,True,True,140
340,13,2022-11-09,True,True,155
341,13,2025-01-09,True,True,160
342,13,2025-05-20,True,True,131
343,13,2025-01-11,True,True,133
344,13,2023-09-16,True,True,165
345,13,2022-10-26,True,True,170
346,13,2025-02-13,True,True,122
347,13,2024-12-18,True,True,149
348,13,2024-04-15,True,True,164
349,13,2023-02-10,True,True,130
350,13,2024-06-25,True,True,103
351,13,2025-02-17,False,False,207
352,13,2024-02-10,False,False,187
353,13,2024-06-02,True,True,109
354,13,2023-07-09,True,True,195
355,13,2024-07-25,True,False,178
356,13,2024-01-27,True,True,116
357,13,2025-01-07,True,True,159
358,13,2025-03-14,True,True,173
359,13,2023-03-11,True,True,180
360,13,2024-08-28,True,False,176
361,13,2025-03-05,False,False,175
362,13,2024-12-01,True,True,147
363,13,2024-08-05,True,True,168
364,13,2024-04-29,True,True,78
365,13,2023-04-17,False,False,182
366,13,2025-08-01,True,True,124
367,13,2023-05-12,True,True,139
368,13,2025-09-04,True,False,213
369,13,2023-09-13,True,True,162
370,13,2023-10-25,True,True,170
371,13,2024-08-16,False,False,207
372,13,2025-04-11,True,True,162
373,14,2023-08-20,True,True,197
374,14,2024-12-30,False,False,197
375,14,2022-10-24,True,True,136
376,14,2024-09-24,True,True,184
377,14,2023-09-27,True,True,126
378,14,2023-12-06,True,True,171
379,14,2025-03-08,True,True,106
380,14,2022-11-26,True,False,219
381,14,2023-10-10,True,True,150
382,14,2024-10-17,False,False,166
383,14,2025-01-02,True,True,191
384,14,2023-08-20,True,True,160
385,14,2023-07-11,True,True,176
386,14,2023-06-07,True,True,192
387,14,2023-10-31,True,True,144
388,14,2025-05-10,True,True,160
389,14,2023-04-01,False,False,221
390,14,2023-12-04,True,True,160
391,14,2025-01-19,True,False,216
392,14,2024-02-09,True,True,146
393,14,2024-04-21,True,False,182
394,14,2025-03-06,True,True,175
395,14,2024-06-25,True,True,158
396,14,2024-11-07,True,True,151
397,14,2025-07-23,True,True,167
398,14,2024-08-05,True,True,118
399,14,2023-08-27,True,False,136
400,15,2024-07-27,True,True,163
401,15,2023-05-22,True,True,178
402,15,2022-10-19,True,True,142
403,15,2023-12-16,False,False,190
404,15,2025-06-04,True,True,140
405,15,2025-05-07,False,False,198
406,15,2024-03-07,True,True,201
407,15,2024-10-01,True,True,171
408,15,2022-10-19,False,False,200
409,15,2022-10-27,False,False,178
410,15,2025-06-23,True,True,131
411,15,2023-05-14,True,True,117
412,15,2023-10-19,True,True,189
413,15,2022-09-14,True,True,152
414,15,2023-11-29,True,True,161
415,15,2025-09-02,False,False,198
416,15,2022-12-23,False,False,204
417,15,2025-01-26,True,True,180
418,15,2023-01-08,True,True,171
419,15,2023-07-17,True,True,194
420,15,2024-03-11,True,False,189
421,15,2023-12-06,True,True,106
422,15,2025-01-14,True,True,169
423,15,2023-05-16,True,True,155
424,15,2024-10-10,True,False,200
425,15,2025-01-05,True,True,116
426,15,2024-10-31,True,True,178
427,15,2023-09-15,True,True,155
428,15,2023-08-08,False,False,141
429,15,2024-02-27,True,True,181
430,16,2023-11-28,True,True,181
431,16,2023-02-13,True,True,151
432,16,2024-07-30,True,False,176
433,16,2024-06-23,True,True,196
434,16,2023-03-20,True,True,174
435,16,2023-11-30,True,True,153
436,16,2024-12-30,True,True,139
437,16,2022-12-22,True,False,186
438,16,2023-07-05,True,True,140
439,16,2024-06-28,True,True,165
440,16,2023-07-30,False,False,168
441,16,2023-04-28,True,True,158
442,16,2024-12-19,True,True,147
443,16,2024-03-02,True,False,186
444,16,2025-07-10,True,True,149
445,16,2024-08-06,True,True,177
446,16,2024-07-15,False,False,156
447,16,2023-06-21,True,True,130
448,17,2025-06-11,True,True,181
449,17,2025-01-11,True,False,172
450,17,2023-11-23,False,False,220
451,17,2025-04-20,True,True,134
452,17,2025-08-21,True,True,176
453,17,2024-04-29,True,True,146
454,17,2024-08-01,True,True,135
455,17,2023-11-12,True,True,161
456,17,2023-06-10,True,True,153
457,17,2024-07-28,True,True,142
458,17,2024-11-14,True,True,126
459,17,2024-03-21,True,False,195
460,17,2023-09-12,True,True,149
461,17,2024-10-20,True,True,155
462,17,2024-10-16,True,True,153
463,17,2023-02-08,True,True,124
464,17,2023-10-26,True,False,181
465,17,2023-04-17,True,True,111
466,17,2024-08-09,True,True,128
467,17,2023-09-15,False,False,184
468,17,2023-07-01,False,False,188
469,17,2024-01-14,False,False,192
470,17,2023-03-09,True,True,166
471,17,2023-06-27,True,True,165
472,17,2024-05-25,True,True,132
473,17,2025-03-03,True,False,167
474,17,2023-12-08,False,False,185
475,17,2024-05-04,True,False,176
476,17,2023-05-03,True,True,126
477,17,2025-02-12,True,True,168
478,18,2023-07-14,True,True,140
479,18,2023-06-30,True,True,150
480,18,2024-06-02,True,True,161
481,18,2024-05-08,True,False,175
482,18,2025-04-28,True,True,170
483,18,2023-03-16,True,True,152
484,18,2024-09-05,True,False,175
485,18,2022-12-12,True,True,201
486,18,2023-11-16,False,False,195
487,18,2025-04-28,True,True,208
488,18,2023-07-09,False,False,228
489,18,2024-01-13,True,True,163
490,18,2023-11-10,True,True,117
491,18,2023-08-28,True,True,124
492,18,2023-11-02,False,False,202
493,18,2024-03-15,False,False,242
494,18,2023-05-28,True,True,116
495,18,2023-06-15,True,False,160
496,18,2023-03-27,True,True,151
497,18,2024-05-31,True,True,141
498,18,2023-07-08,True,False,196
499,18,2023-11-06,True,True,180
500,18,2024-01-13,True,True,139
501,18,2025-05-18,True,True,171
502,18,2024-01-12,False,False,202
503,18,2024-10-12,True,False,212
504,18,2023-12-05,True,True,163
505,18,2025-07-08,False,False,220
506,18,2025-02-21,True,True,198
507,18,2025-08-04,True,True,195
508,18,2023-06-15,True,True,162
509,18,2024-08-09,True,True,104
510,18,2024-09-17,True,True,161
511,18,2023-10-17,True,True,132
512,18,2023-10-21,True,True,195
513,18,2022-12-31,True,True,182
514,19,2024-02-01,True,True,119
515,19,2024-11-22,True,True,145
516,19,2023-10-18,True,False,187
517,19,2023-04-26,True,True,159
518,19,2024-09-07,True,True,139
519,19,2024-09-14,True,True,125
520,19,2024-10-21,True,True,163
521,19,2024-11-17,True,False,217
522,19,2023-07-29,True,True,127
523,19,2024-11-04,True,True,119
524,19,2022-09-24,True,False,201
525,19,2022-11-05,False,False,200
526,19,2022-11-11,True,True,154
527,19,2022-09-18,True,True,172
528,19,2024-12-07,True,True,141
529,19,2024-09-23,True,True,117
530,19,2023-02-01,True,True,153
531,19,2024-01-06,True,True,157
532,19,2024-08-08,False,False,208
533,19,2023-09-15,False,False,197
534,19,2024-08-28,True,True,158
535,19,2023-10-22,True,True,177
536,19,2025-02-13,False,False,207
537,19,2024-05-06,True,True,115
538,19,2024-07-15,False,False,164
539,19,2023-03-03,True,False,219
540,19,2022-11-21,True,True,173
541,19,2023-05-28,True,True,127
542,19,2023-12-31,True,True,157
543,19,2024-06-06,True,True,184
544,20,2023-01-08,True,True,151
545,20,2024-04-08,True,True,127
546,20,2023-05-13,True,True,165
547,20,2024-07-25,True,True,172
548,20,2023-08-03,True,False,153
549,20,2023-12-02,False,False,173
550,20,2022-11-22,True,True,160
551,20,2023-05-31,True,True,148
552,20,2023-05-11,True,True,172
553,20,2023-12-16,True,True,145
554,20,2023-11-17,True,True,137
555,20,2024-11-17,True,True,181
556,20,2023-09-15,True,True,142
557,20,2024-10-09,True,True,168
558,20,2023-04-21,True,True,135
559,20,2022-10-16,False,False,134
560,20,2025-03-24,False,False,191
561,20,2023-01-22,True,True,163
562,20,2024-05-11,True,False,181
563,20,2023-08-18,True,True,182
564,20,2022-11-06,True,True,137
565,20,2024-04-13,True,True,143
566,20,2022-10-01,True,True,166
567,20,2023-01-28,True,True,130
568,20,2024-08-01,True,False,193
569,20,2023-08-21,True,False,190
570,20,2025-01-11,True,True,146
571,20,2022-12-06,True,True,133
572,20,2023-09-19,True,True,148
573,20,2024-08-17,False,False,155
574,21,2022-12-20,False,False,203
575,21,2024-11-12,True,True,127
576,21,2022-10-23,False,False,154
577,21,2025-07-12,True,False,200
578,21,2022-12-27,False,False,149
579,21,2022-09-26,True,True,145
580,21,2024-09-16,True,True,148
581,21,2024-07-01,True,True,158
582,21,2025-01-28,True,True,135
583,21,2024-01-17,True,True,112
584,21,2023-01-05,True,True,172
585,21,2025-02-14,True,False,185
586,21,2024-06-30,True,True,131
587,21,2022-11-22,True,True,180
588,21,2023-03-13,True,True,126
589,21,2025-05-30,True,True,216
590,21,2024-02-06,False,False,196
591,21,2025-01-02,True,True,136
592,21,2024-03-13,False,False,191
593,21,2023-01-28,True,True,148
594,21,2023-04-29,True,True,148
595,22,2023-10-09,True,True,174
596,22,2022-10-25,True,True,166
597,22,2023-09-09,False,False,200
598,22,2025-08-24,True,True,178
599,22,2024-03-17,True,True,146
600,22,2023-10-23,True,False,220
601,22,2024-05-02,True,True,144
602,22,2024-12-21,True,True,156
603,22,2025-05-27,False,False,194
604,22,2025-04-02,True,True,160
605,22,2023-07-18,False,False,194
606,22,2024-08-22,True,True,148
607,22,2023-12-05,True,True,142
608,22,2022-12-18,True,True,129
609,22,2024-01-04,False,False,188
610,22,2023-02-11,True,True,162
611,22,2022-10-29,True,True,206
612,22,2025-07-27,False,False,161
613,22,2024-07-13,True,True,138
614,22,2023-08-29,False,False,187
615,22,2024-09-10,True,True,180
616,22,2024-10-08,False,False,247
617,22,2023-07-28,True,True,195
618,22,2023-02-12,True,True,173
619,23,2023-01-22,True,True,150
620,23,2024-10-26,True,False,193
621,23,2023-12-31,False,False,201
622,23,2023-08-06,True,True,157
623,23,2025-04-11,True,True,146
624,23,2024-10-10,True,True,147
625,23,2023-12-04,True,True,153
626,23,2024-12-17,True,True,158
627,23,2024-12-06,True,True,149
628,23,2023-04-05,True,False,197
629,23,2022-10-13,True,True,183
630,23,2024-01-27,True,True,153
631,23,2025-04-07,True,True,137
632,23,2025-05-09,True,True,220
633,23,2023-11-30,True,True,127
634,23,2022-12-19,False,False,135
635,23,2023-05-08,True,True,150
636,23,2024-06-18,False,False,166
637,23,2024-04-14,True,False,201
638,23,2025-06-26,True,True,145
639,23,2025-02-25,True,True,135
640,23,2023-05-11,False,False,222
641,23,2023-08-06,True,True,175
642,23,2023-07-29,True,True,117
643,24,2024-12-15,True,False,179
644,24,2023-06-22,True,True,144
645,24,2023-08-14,False,False,186
646,24,2023-11-11,False,False,202
647,24,2025-02-04,True,False,200
648,24,2025-05-19,True,True,162
649,24,2025-01-12,False,False,148
650,24,2025-06-15,True,False,207
651,24,2025-08-19,True,True,140
652,24,2025-08-02,True,True,212
653,24,2024-02-13,True,False,186
654,24,2025-04-23,True,True,143
655,24,2025-03-29,True,True,190
656,24,2022-11-19,False,False,197
657,24,2024-11-14,False,False,199
658,24,2025-03-30,True,True,185
659,24,2023-01-26,False,False,238
660,24,2024-12-04,True,True,161
661,24,2024-01-22,True,True,172
662,24,2024-12-13,True,True,133
663,24,2025-02-03,True,False,176
664,24,2023-10-05,True,True,152
665,24,2022-11-25,True,False,236
666,24,2023-06-13,False,False,194
667,25,2023-01-04,True,True,138
668,25,2023-04-28,False,False,185
669,25,2024-06-09,True,True,131
670,25,2025-07-25,True,True,133
671,25,2024-06-08,True,True,138
672,25,2022-12-07,True,True,111
673,25,2024-03-16,True,True,118
674,25,2023-03-15,True,True,152
675,25,2023-01-11,False,False,172
676,25,2024-07-08,True,True,96
677,25,2024-04-11,True,True,165
678,25,2024-10-31,True,True,120
679,25,2024-10-23,True,True,153
680,25,2023-12-08,True,True,127
681,25,2025-07-29,True,True,144
682,25,2023-10-21,True,True,127
683,25,2025-03-03,True,True,168
684,25,2025-03-15,True,False,222
685,25,2025-07-24,True,False,201
686,25,2023-04-27,True,True,183
687,25,2025-05-31,True,True,158
688,25,2023-08-05,True,True,143
689,25,2024-04-22,True,True,170
690,25,2024-06-24,True,False,194
691,25,2023-08-15,True,True,133
692,25,2025-07-15,True,True,150
693,25,2025-03-16,True,True,160
694,25,2024-07-11,True,True,147
695,25,2024-01-03,True,True,159
696,25,2024-09-26,True,True,185
697,26,2024-07-26,True,False,155
698,26,2023-11-10,True,True,153
699,26,2025-03-19,True,True,146
700,26,2025-01-07,True,True,121
701,26,2024-07-08,True,True,120
702,26,2022-09-20,True,True,158
703,26,2022-11-10,True,True,129
704,26,2024-01-10,False,False,181
705,26,2024-05-20,True,True,131
706,26,2024-10-12,True,True,169
707,26,2024-09-12,False,False,172
708,26,2023-07-06,True,True,161
709,26,2025-05-14,True,True,110
710,26,2023-12-16,True,True,166
711,26,2023-10-04,True,True,136
712,26,2023-05-06,True,True,122
713,26,2024-12-02,True,True,152
714,26,2025-08-22,False,False,220
715,26,2023-06-30,True,True,135
716,26,2025-04-21,False,False,184
717,26,2025-03-12,True,True,155
718,26,2023-04-22,False,False,167
719,26,2023-01-09,False,False,194
720,26,2025-05-03,True,True,164
721,26,2022-11-15,True,True,147
722,26,2024-11-20,True,True,119
723,26,2024-07-31,True,True,124
724,26,2023-01-01,True,True,167
725,26,2024-04-05,True,True,180
726,26,2024-05-15,True,True,160
727,26,2024-02-07,False,False,185
728,26,2024-02-27,True,True,168
729,26,2025-05-24,True,True,155
730,26,2023-01-19,True,True,195
731,26,2023-05-13,True,True,169
732,26,2024-05-11,True,True,149
733,26,2023-10-19,True,True,158
734,26,2024-07-24,True,True,149
735,26,2024-10-23,True,True,150
736,27,2024-06-12,False,False,206
737,27,2024-11-17,False,False,177
738,27,2024-01-28,False,False,188
739,27,2025-04-06,False,False,159
740,27,2025-07-07,True,False,204
741,27,2023-09-11,True,True,199
742,27,2025-09-04,True,True,182
743,27,2024-09-14,True,True,158
744,27,2022-12-09,False,False,187
745,27,2022-12-27,True,True,179
746,27,2024-02-19,False,False,202
747,27,2023-03-23,False,False,175
748,27,2025-01-14,False,False,212
749,27,2022-11-02,True,True,156
750,27,2022-11-11,True,True,188
751,27,2022-09-25,True,True,180
752,27,2022-12-11,True,True,188
753,27,2024-06-25,True,True,147
754,27,2023-08-11,True,True,132
755,27,2025-02-21,False,False,215
756,27,2022-11-24,True,True,145
757,27,2025-07-10,True,True,182
758,27,2023-05-03,True,True,189
759,27,2023-07-19,True,False,175
760,27,2024-01-28,False,False,199
761,27,2025-04-12,False,False,225
762,27,2022-10-24,True,True,143
763,27,2024-11-29,True,True,149
764,27,2023-07-17,True,True,165
765,27,2022-09-25,True,True,197
766,27,2024-09-21,True,True,166
767,27,2023-04-20,False,False,215
768,27,2022-10-04,True,False,219
769,27,2025-04-04,True,True,164
770,27,2023-07-01,False,False,173
771,27,2023-06-16,True,True,181
772,28,2025-04-10,True,True,133
773,28,2022-10-08,True,True,200
774,28,2024-11-01,False,False,236
775,28,2024-10-03,True,True,150
776,28,2024-09-28,True,True,128
777,28,2024-07-09,True,True,124
778,28,2023-08-05,False,False,179
779,28,2025-08-23,False,False,201
780,28,2024-09-17,True,True,173
781,28,2024-05-15,True,True,164
782,28,2022-09-28,True,False,208
783,28,2024-04-17,True,True,198
784,28,2025-06-20,True,True,150
785,28,2024-06-14,True,True,163
786,28,2024-06-06,True,True,154
787,28,2023-04-18,True,True,143
788,28,2024-06-01,True,True,171
789,28,2025-02-11,False,False,203
790,28,2024-10-18,True,False,198
791,28,2023-06-02,True,False,182
792,28,2022-11-25,True,True,145
793,28,2023-03-09,True,False,201
794,28,2023-08-07,True,True,151
795,28,2025-06-01,True,True,171
796,28,2022-11-25,True,True,147
797,28,2025-01-28,True,True,122
798,28,2025-07-14,False,False,235
799,28,2023-09-22,True,True,160
800,28,2024-02-13,True,True,165
801,28,2022-10-18,False,False,155
802,28,2024-10-06,False,False,165
803,28,2025-06-20,False,False,178
804,28,2024-09-06,True,True,161
805,29,2024-05-08,True,True,142
806,29,2025-01-21,False,False,174
807,29,2023-06-01,True,True,156
808,29,2025-02-10,True,True,136
809,29,2023-03-27,True,True,144
810,29,2024-10-26,True,True,169
811,29,2024-08-12,True,True,178
812,29,2023-04-13,True,True,195
813,29,2024-06-25,True,True,125
814,29,2023-02-27,True,True,133
815,29,2022-09-15,True,True,163
816,29,2023-11-06,True,True,153
817,29,2023-03-02,True,True,171
818,29,2023-10-30,False,False,183
819,29,2023-09-12,True,False,182
