device_id,device_fingerprint,first_seen_ts,risk_reputation,last_ip,last_country,created_at
61,144f91b1-2a0e-4a3b-a0ef-4d01e2162db0,2024-03-02T03:32:28.452091+00:00,high,172.141.29.59,DE,2024-03-02T03:32:28.452091+00:00
62,a2b26458-6104-4524-ae66-5afeb42ea8c2,2025-06-22T00:34:13.893892+00:00,low,142.151.239.148,CA,2025-06-22T00:34:13.893892+00:00
63,69360817-c57f-4694-b7c1-0bad884ea279,2025-05-23T00:14:21.468663+00:00,high,173.166.253.253,US,2025-05-23T00:14:21.468663+00:00
64,cf2ef6be-a071-4c3c-9aa5-bc49ca8c568e,2024-01-08T06:53:28.231051+00:00,high,111.205.176.16,GB,2024-01-08T06:53:28.231051+00:00
65,92a97330-e1e2-4d46-8799-10776f22b2b3,2025-07-29T12:02:56.665884+00:00,low,129.226.47.158,GB,2025-07-29T12:02:56.665884+00:00
66,18334271-b41c-4c27-b3c9-06993e81e796,2025-06-27T11:10:37.426581+00:00,high,145.128.119.212,US,2025-06-27T11:10:37.426581+00:00
67,3a4fa0f5-7806-4faa-b868-46ea7a98bd29,2024-08-28T08:33:39.983989+00:00,medium,179.131.106.102,CA,2024-08-28T08:33:39.983989+00:00
68,b3719c5e-3d6e-4f1c-ba2e-2dcc26b44f20,2025-01-13T13:47:12.220371+00:00,low,134.251.203.48,CA,2025-01-13T13:47:12.220371+00:00
69,623d138c-ceb0-4d90-9b3c-4b083f33aceb,2025-08-02T02:47:00.932336+00:00,low,167.210.90.217,CA,2025-08-02T02:47:00.932336+00:00
70,f6c9092a-060a-4483-8ade-b886b4bbef94,2024-09-01T19:51:10.762428+00:00,high,189.105.247.56,GB,2024-09-01T19:51:10.762428+00:00
71,9f14e355-055a-4e53-9846-7ca556831c82,2024-10-10T16:03:53.321850+00:00,low,29.27.173.187,CA,2024-10-10T16:03:53.321850+00:00
72,df5836ff-3eb7-47a7-8e59-97e61f824e7c,2024-09-08T21:44:50.304482+00:00,medium,184.115.14.241,IN,2024-09-08T21:44:50.304482+00:00
73,a2e288a2-0f20-4316-b017-6c5aaf9559b4,2024-05-23T17:23:29.617714+00:00,medium,221.197.37.99,DE,2024-05-23T17:23:29.617714+00:00
74,aa4b470f-c16f-4963-b0fe-312495c7c20c,2025-05-21T03:41:53.801742+00:00,medium,206.208.88.228,CA,2025-05-21T03:41:53.801742+00:00
75,b0ed87fe-5d5f-42fa-bf23-43a2c2b75d7a,2025-06-17T10:49:31.552873+00:00,medium,218.24.245.224,US,2025-06-17T10:49:31.552873+00:00
76,6fae1192-277c-405d-ac8b-9a858485c909,2024-11-02T11:43:41.398458+00:00,high,147.132.172.19,CA,2024-11-02T11:43:41.398458+00:00
77,89965e40-aaa7-4f16-8a2f-aab8fe579879,2024-10-31T03:44:48.422179+00:00,high,148.108.19.69,US,2024-10-31T03:44:48.422179+00:00
78,2b59921e-5240-4288-8d76-f0d71dbaf4af,2024-06-30T12:18:57.642911+00:00,low,161.51.52.218,IN,2024-06-30T12:18:57.642911+00:00
79,edbc1d1b-377c-45ab-bd42-a1ce05c6000f,2024-02-08T16:46:02.793692+00:00,medium,181.49.54.25,US,2024-02-08T16:46:02.793692+00:00
80,7e2e34d3-86c8-4e1d-a940-13f46fc1928e,2024-08-26T04:30:04.046837+00:00,medium,208.2.169.134,CA,2024-08-26T04:30:04.046837+00:00
81,6b2f85fc-0ab9-40ef-9f9c-be591f6cb961,2025-06-28T06:21:02.828647+00:00,medium,173.116.249.15,DE,2025-06-28T06:21:02.828647+00:00
82,80f44720-362d-429d-a597-b2df1be0ba8a,2024-07-25T04:05:03.939962+00:00,low,163.90.251.116,IN,2024-07-25T04:05:03.939962+00:00
83,38d0c2ca-b3c2-4a55-95ef-00d5843030dd,2025-03-10T05:59:00.845643+00:00,high,144.155.177.7,GB,2025-03-10T05:59:00.845643+00:00
84,eaad1296-fa0e-417b-9ec7-656887adf54e,2025-08-14T06:10:01.272071+00:00,high,195.250.114.227,GB,2025-08-14T06:10:01.272071+00:00
85,a5d6acec-5f26-48bd-a563-0950b317e7f7,2024-07-19T05:36:49.675982+00:00,medium,210.60.99.123,IN,2024-07-19T05:36:49.675982+00:00
86,940238c0-89e9-4c5d-b130-74c23ca0823b,2025-08-30T08:33:51.554329+00:00,high,116.143.223.92,CA,2025-08-30T08:33:51.554329+00:00
87,7c6030bb-01f2-4da8-85d8-6e15cd091c74,2024-03-17T21:25:03.930325+00:00,medium,200.233.135.157,IN,2024-03-17T21:25:03.930325+00:00
88,d20291df-0651-482d-ab9a-d52a6ae45008,2023-12-02T15:59:27.847257+00:00,medium,193.233.210.184,US,2023-12-02T15:59:27.847257+00:00
89,94faf637-250a-4446-bc5a-675e5748202f,2024-06-25T23:58:52.113573+00:00,high,54.37.57.239,IN,2024-06-25T23:58:52.113573+00:00
90,95a9c191-3029-4ba2-87a4-644f8b4ccb8a,2024-07-04T05:47:16.714267+00:00,medium,205.223.84.4,DE,2024-07-04T05:47:16.714267+00:00
91,5a2577d1-614c-499b-bfa8-089d925e792c,2025-05-17T14:02:49.330043+00:00,low,164.222.238.8,CA,2025-05-17T14:02:49.330043+00:00
92,3adefd38-aa89-47b1-9bd9-4793b944305d,2023-12-26T17:57:22.852246+00:00,low,189.230.137.238,US,2023-12-26T17:57:22.852246+00:00
93,6d6f5ff5-7797-41c8-a45c-902ff5662445,2025-10-19T00:32:13.582309+00:00,high,43.194.149.41,DE,2025-10-19T00:32:13.582309+00:00
94,1846c6a1-bdfa-485f-9ac5-adf72e3357c9,2024-10-09T17:20:42.299641+00:00,high,204.173.222.208,IN,2024-10-09T17:20:42.299641+00:00
95,bde51b54-7c42-421b-bc6d-b386ed195ba9,2024-04-02T11:40:55.262655+00:00,low,145.137.11.73,DE,2024-04-02T11:40:55.262655+00:00
96,3ff13e13-9fc9-4d7c-8555-2b8aaafa1f82,2025-01-09T20:43:33.271373+00:00,low,31.174.23.240,CA,2025-01-09T20:43:33.271373+00:00
97,309b6aef-ece2-42c8-9860-3050611b7dfe,2025-02-18T14:02:18.711651+00:00,low,206.152.86.133,US,2025-02-18T14:02:18.711651+00:00
98,36f991f3-70b3-4369-b8d5-fa41512c8bee,2024-02-18T04:08:05.499508+00:00,medium,166.127.241.78,CA,2024-02-18T04:08:05.499508+00:00
99,145cb42d-14ee-4770-9082-edb763c68c6f,2023-11-17T12:34:25.117703+00:00,low,137.89.160.151,DE,2023-11-17T12:34:25.117703+00:00
100,cd7aa271-0ce8-4354-b78d-4c5e6c0740cd,2025-09-08T17:33:56.771873+00:00,medium,9.131.17.110,IN,2025-09-08T17:33:56.771873+00:00
101,c242f854-397c-40ac-b048-11de6155172f,2024-06-26T23:45:48.120798+00:00,medium,201.135.119.227,US,2024-06-26T23:45:48.120798+00:00
102,f8b211e8-1b0e-4245-843c-419cf229a4f0,2025-10-14T09:06:34.890749+00:00,low,99.48.214.146,IN,2025-10-14T09:06:34.890749+00:00
103,2f05ff99-a827-430b-87a6-daf51071d97d,2024-08-26T14:59:50.636344+00:00,medium,62.216.161.179,CA,2024-08-26T14:59:50.636344+00:00
104,73c42454-970b-4891-9cf2-04f4ccf04c81,2025-03-15T21:24:58.633335+00:00,high,165.43.109.24,IN,2025-03-15T21:24:58.633335+00:00
105,c85b98e4-a82d-4b9c-8d21-fbd4bdd837ce,2024-07-10T00:34:51.477999+00:00,high,220.92.209.144,IN,2024-07-10T00:34:51.477999+00:00
106,eebebd8f-255a-456e-9ce0-f7f74177549f,2024-01-02T06:00:44.426571+00:00,low,219.182.16.108,US,2024-01-02T06:00:44.426571+00:00
107,6ecec1f7-9f07-48ca-972c-8b9daf67dcd3,2024-01-23T23:01:21.415439+00:00,high,102.95.52.43,GB,2024-01-23T23:01:21.415439+00:00
108,fc71d8db-c5e9-43a7-a166-4454921de6c4,2024-08-29T13:41:30.724786+00:00,low,205.107.97.138,CA,2024-08-29T13:41:30.724786+00:00
109,02410baa-ab6e-46e4-bda8-21b15bd04012,2024-02-27T19:32:03.403198+00:00,high,208.203.144.165,IN,2024-02-27T19:32:03.403198+00:00
110,96c26a9e-3067-452e-b318-c5fe39c99751,2024-07-04T08:05:50.756068+00:00,high,91.132.42.105,IN,2024-07-04T08:05:50.756068+00:00
111,1d0bc7af-5ef7-49e0-9ba2-ce5280b5f3a0,2024-03-04T12:29:33.093896+00:00,medium,191.214.136.183,IN,2024-03-04T12:29:33.093896+00:00
112,73b025df-e594-449b-b63d-6ff495c6e9f1,2024-07-14T02:44:26.574187+00:00,high,194.253.189.96,US,2024-07-14T02:44:26.574187+00:00
113,b3a9055e-831e-48a2-b8fc-43505bd4c978,2025-06-25T16:17:12.801964+00:00,medium,100.185.44.25,US,2025-06-25T16:17:12.801964+00:00
114,c974bfd1-5e21-424a-8a94-dfe8dbab0202,2024-08-18T15:43:33.641145+00:00,medium,213.72.245.172,GB,2024-08-18T15:43:33.641145+00:00
115,d04e87c0-ad8c-4772-8a92-5b33ab9cf66d,2024-10-31T14:33:06.472118+00:00,medium,214.128.167.200,US,2024-10-31T14:33:06.472118+00:00
116,0c925c1f-0584-467d-bdaa-29ac85c7b81b,2023-12-02T23:27:44.205162+00:00,low,217.205.49.237,GB,2023-12-02T23:27:44.205162+00:00
117,de856e29-a6aa-412b-a48b-d2cfb6da95af,2025-09-18T04:09:47.329852+00:00,high,207.238.5.191,IN,2025-09-18T04:09:47.329852+00:00
118,f8be1203-6bc7-4012-b9a9-9c0d749f1ac8,2025-09-26T02:22:30.573153+00:00,low,220.90.20.85,DE,2025-09-26T02:22:30.573153+00:00
119,8317d4cd-4390-431c-94de-d5ab6ee4794e,2025-03-17T07:57:52.378918+00:00,low,119.246.181.130,US,2025-03-17T07:57:52.378918+00:00
120,dc6c5877-3209-448a-b79c-f6ae8c50ad14,2024-12-23T15:16:33.392680+00:00,medium,143.92.113.138,US,2024-12-23T15:16:33.392680+00:00
121,3fefb551-766f-4101-816f-22c1e3f14723,2025-09-29T08:14:48.202285+00:00,high,170.169.37.117,GB,2025-09-29T08:14:48.202285+00:00
122,053f57a7-2b21-44a1-b289-266e1a467780,2025-06-12T04:18:45.413853+00:00,low,183.120.239.230,DE,2025-06-12T04:18:45.413853+00:00
123,d1bc6f65-259e-4a29-adde-a21866cac1b2,2023-11-15T18:35:07.865560+00:00,medium,172.152.57.31,IN,2023-11-15T18:35:07.865560+00:00
124,3971488c-f6c2-4281-aef9-745b3b7a825e,2025-04-12T03:59:28.074651+00:00,medium,45.230.137.138,CA,2025-04-12T03:59:28.074651+00:00
125,559b863c-2cec-4d13-93b6-e39b9d3251dd,2025-04-25T20:50:48.456059+00:00,high,207.140.14.220,DE,2025-04-25T20:50:48.456059+00:00
126,ff9eb223-2bb2-4b71-ae6b-b41530c1c692,2024-06-19T07:22:22.498864+00:00,medium,194.60.177.120,GB,2024-06-19T07:22:22.498864+00:00
127,fdb3afbf-ce21-4288-9b36-4a8ef1290a9a,2024-09-18T04:42:54.491398+00:00,high,211.237.155.193,DE,2024-09-18T04:42:54.491398+00:00
128,7ef3f3d0-e240-40fb-80f6-d9a1daccf81e,2024-10-05T23:42:27.545049+00:00,medium,168.24.146.141,DE,2024-10-05T23:42:27.545049+00:00
129,18012f94-0df2-4e5b-bdda-4dae0c8c02c3,2024-10-28T23:13:27.230395+00:00,high,37.148.99.178,GB,2024-10-28T23:13:27.230395+00:00
130,1cdccecb-1d10-420b-91e4-84d068213620,2024-12-02T01:44:27.097790+00:00,medium,55.213.107.71,US,2024-12-02T01:44:27.097790+00:00
131,af991ca7-61dd-4eb3-97e5-d82463ba2c70,2024-07-21T06:33:54.402630+00:00,high,193.250.37.226,IN,2024-07-21T06:33:54.402630+00:00
132,3faa4814-b838-4289-9e6f-d5e79fdd73b5,2024-11-26T17:06:59.601342+00:00,high,110.50.7.186,US,2024-11-26T17:06:59.601342+00:00
133,dedd8b01-52c0-4ef4-8a25-77b20000c524,2024-07-28T13:54:31.030933+00:00,medium,96.87.185.52,CA,2024-07-28T13:54:31.030933+00:00
134,2e94e6d7-4493-43b9-8e89-9b558fcd34af,2024-07-26T16:44:35.935673+00:00,medium,47.50.11.231,IN,2024-07-26T16:44:35.935673+00:00
135,d64f7bf6-1457-4c8b-8fab-c57c5a360cbf,2025-08-20T19:16:16.730635+00:00,medium,116.46.104.217,DE,2025-08-20T19:16:16.730635+00:00
136,43f4e4cf-75a2-4891-9c34-c168a52a9437,2023-10-29T19:32:34.268042+00:00,medium,185.9.227.18,GB,2023-10-29T19:32:34.268042+00:00
137,81549919-eec7-402c-ad3a-b81c01ecf1e7,2025-07-04T02:37:00.885723+00:00,low,130.235.31.15,CA,2025-07-04T02:37:00.885723+00:00
138,b9a4102e-450a-4362-bb49-0cfbd923bcc1,2024-05-17T20:14:36.649583+00:00,high,186.44.246.138,US,2024-05-17T20:14:36.649583+00:00
139,0cc10775-7982-416c-85c0-a411579c8c0e,2024-01-01T15:13:36.723839+00:00,medium,47.245.220.68,CA,2024-01-01T15:13:36.723839+00:00
140,0a710e9e-48ab-48e9-82bd-cccf4bf316d7,2023-12-20T07:10:39.821018+00:00,medium,144.12.56.62,CA,2023-12-20T07:10:39.821018+00:00
141,7bb2530b-46ab-439d-838d-be5af8418fee,2024-10-07T04:41:10.398046+00:00,medium,213.98.235.52,IN,2024-10-07T04:41:10.398046+00:00
142,336bc3a3-b737-48fb-b0aa-634f961739c7,2024-01-08T19:59:41.445007+00:00,low,90.215.116.135,GB,2024-01-08T19:59:41.445007+00:00
143,0e51d874-21ee-4118-a44f-16227c35a548,2024-01-02T05:07:41.769626+00:00,medium,197.59.37.11,US,2024-01-02T05:07:41.769626+00:00
144,53823c9a-3383-455e-9ca0-2842847583d9,2024-10-05T07:24:08.288076+00:00,medium,158.118.28.4,GB,2024-10-05T07:24:08.288076+00:00
145,86fff6c0-e403-4214-8b8c-4d6e4257c8fa,2023-12-07T09:03:43.613362+00:00,low,205.95.5.37,US,2023-12-07T09:03:43.613362+00:00
146,d5640e6c-0191-4544-81eb-1fffcb299b56,2025-02-15T01:53:56.753429+00:00,medium,93.242.181.69,US,2025-02-15T01:53:56.753429+00:00
147,40207b77-bc2e-4e0b-9d80-831edd59b292,2024-06-07T17:28:00.780941+00:00,medium,130.155.236.11,GB,2024-06-07T17:28:00.780941+00:00
148,4e6f63d7-9740-4e32-a6b1-38363186b520,2024-08-21T14:05:31.037860+00:00,high,220.93.78.124,IN,2024-08-21T14:05:31.037860+00:00
149,15c54db4-e51c-4b45-b49c-d1502f770a86,2024-02-12T23:48:26.068090+00:00,medium,199.170.117.210,US,2024-02-12T23:48:26.068090+00:00
150,f9cd306a-161d-4129-a45f-1d0fef338877,2025-05-19T22:28:23.933356+00:00,low,212.12.118.55,DE,2025-05-19T22:28:23.933356+00:00
151,3e97fecf-350a-4e29-9f9e-b816c9e18621,2024-10-25T00:08:31.872128+00:00,low,89.218.154.193,DE,2024-10-25T00:08:31.872128+00:00
152,449a3fdc-aa28-4928-a3b7-0a690674fac4,2025-03-15T22:09:49.347912+00:00,low,29.12.162.161,CA,2025-03-15T22:09:49.347912+00:00
153,42b18df1-3710-4021-a77d-b10559922568,2025-04-20T17:21:41.257044+00:00,low,215.56.185.88,US,2025-04-20T17:21:41.257044+00:00
154,a936a74a-a438-4a19-aea6-eff955d43fe4,2024-04-26T09:06:05.178188+00:00,high,204.35.242.164,IN,2024-04-26T09:06:05.178188+00:00
155,083cdbde-8b16-4ac2-8eaf-7da0c6286247,2025-04-23T23:38:43.530019+00:00,medium,69.22.102.157,CA,2025-04-23T23:38:43.530019+00:00
156,6a270cc9-cb65-4863-b120-78eb8462d8af,2025-03-29T12:42:36.898038+00:00,high,150.255.120.111,US,2025-03-29T12:42:36.898038+00:00
157,9654ff2b-4564-4b80-8368-b7c9255b1ae9,2024-01-08T06:23:22.461627+00:00,medium,113.131.232.86,GB,2024-01-08T06:23:22.461627+00:00
158,2c47f63e-c719-4c90-a3c0-0137ede6d478,2025-07-07T01:49:25.557958+00:00,low,196.29.24.168,CA,2025-07-07T01:49:25.557958+00:00
159,c0f84d25-fe0d-4abc-bcdf-66077888782f,2023-12-12T05:06:25.452118+00:00,high,142.36.202.105,US,2023-12-12T05:06:25.452118+00:00
160,e8c0154e-ee5c-4426-b73e-df62822327e2,2024-07-03T14:29:51.976960+00:00,high,150.37.99.123,US,2024-07-03T14:29:51.976960+00:00
161,3dd5412a-0b18-4c9c-a601-63d6c1a4624c,2025-08-20T00:18:47.913804+00:00,medium,219.185.167.132,US,2025-08-20T00:18:47.913804+00:00
162,45e2cf37-63e7-4213-869f-779f9fc3cdf7,2024-12-02T00:14:14.710800+00:00,high,150.116.45.117,US,2024-12-02T00:14:14.710800+00:00
163,10270c77-6823-40fe-aad6-fc809a7e3eb9,2025-05-07T05:57:13.948908+00:00,low,19.0.8.11,US,2025-05-07T05:57:13.948908+00:00
164,ec62ba81-810a-45d4-8933-13a0bbfac50a,2025-04-09T21:21:39.387880+00:00,high,199.206.41.75,IN,2025-04-09T21:21:39.387880+00:00
165,590f15f8-0a1c-4381-9096-d569f7f8cb67,2024-08-06T20:42:14.703593+00:00,medium,135.121.46.118,US,2024-08-06T20:42:14.703593+00:00
166,88f6f3e3-424e-4d10-8bb5-2f34f132b387,2024-07-23T06:24:33.805105+00:00,medium,142.93.31.157,CA,2024-07-23T06:24:33.805105+00:00
167,dbecfd97-3b4c-4723-87b5-0361a160f788,2025-07-18T14:19:51.613473+00:00,high,155.207.67.239,GB,2025-07-18T14:19:51.613473+00:00
168,b317255d-db32-4ca1-b1cf-5024244fcff5,2025-02-19T09:59:32.300662+00:00,low,211.168.0.89,US,2025-02-19T09:59:32.300662+00:00
169,848f0327-c169-47fa-b635-62d26cd8fa08,2024-07-23T21:01:41.247304+00:00,medium,223.192.95.160,CA,2024-07-23T21:01:41.247304+00:00
