merchant_id,mcc,name,country,risk_tag,created_at
65,5411,"Powell, Bailey and Wagner",CA,medium,2021-04-06T21:28:19.807844+00:00
66,5812,Baird LLC,DE,low,2021-01-23T09:52:09.335896+00:00
67,5411,Ruiz-Lewis,DE,medium,2021-06-12T09:38:44.497610+00:00
68,5999,Norton Inc,GB,low,2024-08-02T10:07:37.613629+00:00
69,5812,"Jackson, Reyes and Wood",CA,high,2024-04-12T19:46:25.639902+00:00
70,6011,"Coleman, Miller and Johnson",IN,low,2024-08-01T19:49:04.191036+00:00
71,5311,White-White,DE,low,2021-11-27T01:12:58.651232+00:00
72,5812,Pruitt Ltd,CA,high,2022-04-28T01:57:19.189781+00:00
73,5999,"Alvarado, Hoover and Morales",DE,medium,2020-11-01T10:43:32.093050+00:00
74,5411,Bush-Weiss,DE,medium,2023-10-30T12:13:40.323895+00:00
75,6011,Parker Group,CA,low,2021-11-12T14:40:00.534629+00:00
76,5311,"Ballard, Sharp and Andrews",DE,medium,2025-03-30T20:06:45.544090+00:00
77,5411,Fox Ltd,CA,medium,2021-07-20T03:27:09.486631+00:00
78,5999,Torres Inc,DE,medium,2022-11-14T09:38:30.149962+00:00
79,5999,Jones PLC,IN,high,2025-05-10T12:58:54.022036+00:00
80,5812,"Rose, Dougherty and Copeland",IN,high,2022-01-18T09:03:47.517700+00:00
81,5812,"Sloan, Johnson and Harper",GB,medium,2024-05-24T01:56:25.314085+00:00
82,5999,Weber PLC,DE,medium,2023-08-09T22:28:02.833597+00:00
83,5311,"Crawford, Jackson and Jones",DE,low,2023-09-27T06:54:45.205376+00:00
84,5411,"Barrett, Beltran and Farley",CA,high,2025-02-28T02:51:00.968791+00:00
85,5999,"Peterson, Phillips and Johnson",US,low,2024-01-11T04:59:54.975128+00:00
86,5411,Waller PLC,DE,medium,2024-12-10T01:09:26.282752+00:00
87,5999,Stevens PLC,CA,medium,2022-02-28T21:57:02.001627+00:00
88,5411,"Clements, Dean and Mcdonald",US,high,2024-12-01T23:26:37.082761+00:00
89,5311,"Herring, Wheeler and Adams",DE,high,2022-12-29T01:06:46.629926+00:00
90,6011,Ramirez Group,CA,medium,2025-05-27T22:28:58.022165+00:00
91,6011,"Blanchard, Barber and Pruitt",CA,medium,2021-01-29T00:47:07.664717+00:00
92,5411,Ayala Inc,CA,low,2024-05-08T12:21:54.176248+00:00
93,6011,"Sutton, York and Stevens",CA,high,2021-12-18T05:36:08.149734+00:00
94,6011,Mayo LLC,US,high,2023-07-11T21:35:36.809659+00:00
95,6011,"Wolfe, Mcguire and Clark",GB,medium,2020-11-18T13:08:16.877465+00:00
96,5411,Weeks-Jenkins,IN,low,2021-07-20T07:38:45.216949+00:00
97,5311,Mcdaniel LLC,IN,medium,2024-12-30T13:18:31.523276+00:00
98,5999,Dean Ltd,IN,high,2020-12-12T07:16:52.339517+00:00
99,5812,Sherman Inc,IN,low,2023-03-10T08:53:54.020229+00:00
100,5411,Wallace-Welch,US,low,2023-03-30T10:52:35.886609+00:00
101,5999,Hays Ltd,CA,medium,2021-01-21T02:23:33.686324+00:00
102,5411,Goodman-Gilbert,IN,high,2020-12-08T03:30:57.229551+00:00
103,5411,Mitchell-Martinez,IN,low,2021-11-16T20:49:03.471409+00:00
104,5311,"Kelly, Thompson and Gardner",DE,medium,2025-04-22T23:41:47.719641+00:00
105,6011,"Beard, Gilbert and Solis",CA,low,2020-12-27T15:07:20.028791+00:00
106,5999,Johnson Ltd,IN,high,2024-03-30T22:48:15.678673+00:00
107,5812,Riley-Shaw,US,low,2023-09-29T14:33:26.091239+00:00
108,5311,"Smith, Hughes and Sanchez",US,high,2021-09-10T05:46:33.972561+00:00
109,5311,"White, Browning and Lee",CA,low,2022-01-20T08:23:55.706370+00:00
110,5812,"Hernandez, Graham and White",US,high,2025-08-26T05:18:43.078466+00:00
111,5411,Lam Inc,DE,low,2023-06-07T09:07:09.691779+00:00
112,5999,"Howard, Cabrera and Ryan",US,low,2021-07-25T18:33:44.884260+00:00
113,5999,Joyce Ltd,DE,medium,2022-07-12T06:31:39.757708+00:00
114,5999,Yates Inc,DE,low,2022-08-31T22:13:28.074377+00:00
115,5311,Dunn-Bush,IN,high,2021-05-28T04:10:00.267554+00:00
116,5311,"Moon, Harrison and Boyle",GB,medium,2024-04-22T22:06:56.573139+00:00
117,5411,"Shields, Kaufman and Smith",IN,low,2024-09-26T08:32:00.297357+00:00
118,5999,Ryan-Mcintosh,DE,high,2023-03-23T13:09:01.179818+00:00
119,5812,"Buck, Mcdaniel and Alvarado",IN,low,2023-07-04T00:53:59.448948+00:00
120,5311,Wagner-Acosta,GB,medium,2022-06-18T08:14:12.434685+00:00
121,5311,Wilson-Mcdowell,CA,medium,2023-09-19T23:09:09.914014+00:00
122,6011,Richards and Sons,IN,medium,2022-04-14T02:11:10.456212+00:00
123,5311,"Fields, Rowe and Hall",GB,low,2021-04-30T04:19:40.711518+00:00
124,5311,Clayton Group,DE,low,2022-09-20T06:14:25.723249+00:00
125,5411,Bailey LLC,DE,low,2023-03-08T16:02:37.707506+00:00
126,5311,"Summers, Wheeler and Harrison",DE,low,2021-12-17T21:48:52.573533+00:00
127,5311,Wiggins-Woods,IN,medium,2024-08-13T08:58:21.044876+00:00
128,5999,Wise-King,US,low,2020-12-04T00:48:44.229104+00:00
129,5411,"Flores, Herrera and Castro",IN,low,2023-11-02T12:07:41.931124+00:00
130,5311,Jones-Cisneros,GB,medium,2020-12-20T02:43:51.698682+00:00
131,5311,"Holmes, Reed and Cabrera",DE,low,2025-09-21T12:59:32.233749+00:00
132,5812,"Lutz, Davis and Cantrell",IN,low,2024-04-24T02:41:56.990026+00:00
133,5411,Ortiz-Smith,GB,medium,2024-12-15T15:51:51.679922+00:00
134,6011,"May, Jones and Stewart",US,high,2022-02-17T18:07:48.309547+00:00
135,5999,Buckley-Adams,CA,medium,2021-12-23T01:02:51.266636+00:00
136,5311,Howell-Brown,GB,high,2025-02-22T11:07:18.174870+00:00
137,5311,Downs Inc,CA,medium,2024-09-06T23:55:33.028786+00:00
138,5411,Sparks Ltd,IN,medium,2021-05-06T04:11:13.279911+00:00
139,6011,Diaz-Benson,US,medium,2022-08-17T10:25:23.537059+00:00
140,5311,Mckinney Ltd,GB,low,2021-02-07T21:13:34.763665+00:00
141,5812,Woods Ltd,DE,low,2020-10-21T12:00:18.808690+00:00
142,5311,Briggs PLC,US,low,2024-08-12T18:25:02.970608+00:00
143,5311,Harrison Inc,CA,medium,2024-11-18T05:14:14.747301+00:00
144,5411,Smith Ltd,GB,high,2022-02-09T06:00:34.136714+00:00
145,5812,Mcfarland Group,DE,low,2024-09-30T16:45:54.849846+00:00
146,5411,Jackson-Riddle,US,high,2024-12-16T16:37:54.533432+00:00
147,6011,Davis-Smith,US,medium,2022-11-05T13:12:20.172903+00:00
148,5812,Frederick Group,DE,high,2023-07-28T13:09:32.860049+00:00
149,6011,Jones Ltd,DE,medium,2022-12-19T09:28:40.302896+00:00
150,5311,"Barnett, Salinas and Morales",DE,medium,2023-09-25T04:19:05.983308+00:00
151,5999,Castaneda Inc,CA,medium,2023-11-29T07:16:42.732784+00:00
152,5311,Dudley-Ramos,DE,low,2021-09-17T18:55:51.511628+00:00
153,5999,Perez Group,US,high,2024-07-26T10:07:44.922830+00:00
154,5999,"Fritz, Ramirez and Gonzales",DE,medium,2020-12-10T05:53:05.371339+00:00
155,5311,Foley PLC,CA,medium,2021-02-13T13:39:41.037082+00:00
156,5411,Robbins Ltd,DE,medium,2024-11-07T02:19:46.698550+00:00
157,6011,Johnson PLC,DE,low,2024-01-26T02:28:28.612461+00:00
158,5311,Page-Friedman,GB,high,2025-07-18T23:11:02.394505+00:00
159,6011,Lopez-Reed,IN,low,2020-11-08T02:36:58.124499+00:00
160,5812,"Elliott, Shelton and White",IN,medium,2021-11-28T03:10:37.671429+00:00
161,5311,"Ray, Grant and Hernandez",DE,medium,2024-10-10T05:22:43.207894+00:00
162,6011,Beasley-Grant,DE,medium,2023-04-04T04:37:00.097526+00:00
163,5999,Roberts PLC,GB,medium,2022-10-08T08:17:43.246063+00:00
164,5411,Acevedo-York,CA,high,2023-08-14T09:17:22.099378+00:00
165,5411,"Castillo, Barnett and Medina",IN,high,2022-07-09T04:53:29.458205+00:00
166,6011,Armstrong Inc,DE,medium,2022-11-08T08:07:02.750547+00:00
167,5812,"Hill, Haynes and Hall",US,low,2023-01-26T21:18:29.276657+00:00
168,6011,Cannon and Sons,US,high,2021-03-05T18:08:15.485075+00:00
169,6011,"Heath, Hurst and Rice",CA,medium,2023-01-11T20:09:07.375459+00:00
170,5999,Sherman LLC,DE,low,2024-11-27T14:09:30.167209+00:00
171,6011,Brewer-Sanders,US,medium,2023-05-16T01:17:00.912325+00:00
172,5311,Smith LLC,IN,high,2024-06-09T05:16:33.418106+00:00
173,5812,Oliver-Petersen,US,low,2022-02-14T16:08:31.889831+00:00
174,5812,"Ali, Donovan and Arnold",IN,low,2022-02-25T16:27:15.928083+00:00
175,5812,"Poole, Lin and Wall",CA,medium,2023-07-08T13:50:21.687206+00:00
176,5812,Lee LLC,IN,high,2022-04-01T03:52:29.312232+00:00
177,5411,Lowery PLC,DE,medium,2024-05-06T14:34:12.541579+00:00
178,6011,Moore LLC,US,high,2021-09-06T15:18:24.599751+00:00
179,5812,Pena-Mclaughlin,CA,low,2025-08-12T12:42:53.758519+00:00
180,5812,"Vaughn, Scott and Lucero",US,low,2024-12-14T18:03:28.526341+00:00
181,5311,Green Group,DE,high,2024-05-28T19:33:47.424058+00:00
182,5812,"Cooke, Burch and Nguyen",CA,medium,2024-03-22T13:38:17.963200+00:00
183,5999,Mccoy-Hill,GB,medium,2023-12-08T03:15:12.823847+00:00
184,5311,Lopez LLC,CA,low,2025-04-30T11:57:25.379028+00:00
185,5411,Miller-Blake,IN,medium,2024-05-13T13:29:13.990255+00:00
186,6011,Benitez-Bird,GB,low,2025-07-06T10:49:51.084502+00:00
187,5311,"Rogers, Parker and Lynn",CA,high,2023-10-19T16:58:15.120833+00:00
188,5999,Garcia LLC,US,high,2025-09-30T00:15:52.060921+00:00
189,5999,"Warren, Johnson and Perkins",IN,high,2023-06-28T09:07:16.379234+00:00
190,5999,Gonzalez PLC,GB,low,2025-05-10T01:09:24.597112+00:00
191,6011,"Woodard, Ponce and Moreno",CA,low,2025-05-15T03:41:32.117996+00:00
192,5812,"Gaines, Johnson and Lopez",US,medium,2023-10-16T13:10:32.864509+00:00
193,5311,Fischer Inc,DE,medium,2021-03-13T03:31:41.829278+00:00
194,5999,Newton Inc,US,low,2024-03-28T11:14:25.596874+00:00
195,5411,Guzman-Mercer,IN,high,2023-05-11T03:42:19.184175+00:00
196,5411,Oliver-Lyons,CA,low,2023-03-28T04:02:19.397506+00:00
197,5999,Lynch-Hughes,DE,low,2021-12-18T15:05:44.691358+00:00
198,6011,Williams-Estrada,GB,high,2024-06-07T18:56:05.423827+00:00
199,6011,"Warren, Brown and Bass",US,low,2025-05-10T11:36:44.198636+00:00
200,5411,Dixon-Tyler,GB,low,2021-01-09T10:01:40.587268+00:00
201,5812,Scott PLC,US,high,2022-06-18T11:04:04.748077+00:00
202,5411,Ferrell-Smith,CA,medium,2021-06-14T16:37:51.417032+00:00
203,5999,"Gray, Sims and Fitzpatrick",IN,high,2023-01-14T08:21:24.624081+00:00
204,5999,Mata Group,IN,low,2021-05-17T07:35:56.063504+00:00
205,5999,Zamora-Smith,GB,low,2023-06-09T03:39:20.683666+00:00
206,5812,"Mitchell, Jacobs and Bradshaw",US,high,2021-08-10T16:39:14.212315+00:00
207,5812,Jones Inc,GB,medium,2025-01-09T03:20:56.271206+00:00
208,5411,"Smith, Palmer and Meyer",GB,low,2025-08-16T04:53:57.473512+00:00
209,5812,White-West,US,low,2025-07-02T10:17:20.453669+00:00
210,6011,Novak-Wong,IN,medium,2022-03-20T04:02:04.365845+00:00
211,5311,Norman-Howard,CA,medium,2023-07-01T11:50:02.387938+00:00
212,5999,"Miller, Lawson and Wu",US,high,2021-08-20T11:04:30.930185+00:00
213,5999,Mata Ltd,US,medium,2025-09-27T17:57:27.429685+00:00
214,5411,"White, Richards and Campbell",CA,medium,2023-11-27T19:19:38.499650+00:00
215,5311,Hicks Group,IN,high,2024-12-25T09:28:26.272084+00:00
216,6011,Sims Inc,GB,medium,2023-05-21T13:24:29.432961+00:00
217,5411,Welch-Gonzalez,CA,high,2023-11-06T11:25:24.261490+00:00
218,5999,Mcclure-Brown,CA,medium,2021-09-25T08:49:46.846653+00:00
219,5812,Fletcher PLC,IN,low,2023-08-14T10:33:05.470482+00:00
220,5999,Ellis-Hubbard,CA,high,2021-12-01T12:47:04.998022+00:00
221,5999,Newman-Krueger,DE,high,2022-08-22T12:00:58.165277+00:00
222,5311,"Obrien, Fuller and Roberts",IN,high,2022-10-11T19:33:04.431595+00:00
223,6011,"Stewart, Trujillo and Anderson",US,low,2022-12-07T08:58:21.982628+00:00
224,6011,Peterson-Ortega,GB,high,2024-11-18T22:00:31.036816+00:00
225,5311,Morales Inc,IN,high,2025-02-25T03:02:16.155022+00:00
226,5311,"Vargas, Grant and Mckinney",CA,medium,2023-07-10T14:38:38.275339+00:00
227,6011,"Martin, Short and Murphy",CA,low,2022-12-04T14:12:46.209574+00:00
228,5311,Kennedy-Scott,CA,low,2024-11-04T02:05:04.487521+00:00
229,5999,"Kelly, Walker and Hudson",GB,low,2023-03-14T04:08:26.797335+00:00
230,6011,Sanders-Simmons,IN,medium,2022-05-26T15:07:18.912941+00:00
231,6011,Sims-Mullins,CA,low,2023-04-04T07:44:25.763856+00:00
232,5812,"Hudson, Smith and Powell",US,high,2024-09-14T06:19:41.912301+00:00
233,5999,"Johnson, Allen and Miles",GB,medium,2021-12-02T14:54:47.828440+00:00
234,5999,Hall-Zimmerman,DE,medium,2024-07-26T20:31:24.719599+00:00
235,5999,Martinez-Roberts,DE,low,2023-07-12T09:32:14.717391+00:00
236,5411,Williams-Roberts,DE,high,2024-05-14T16:47:33.713645+00:00
237,5999,White-Stone,GB,high,2024-04-10T23:00:51.110810+00:00
238,5411,Whitehead Inc,IN,high,2023-03-21T10:22:57.157267+00:00
239,6011,Cook Inc,GB,low,2022-11-05T12:23:20.869771+00:00
240,5311,Morton-Williams,US,medium,2021-01-10T23:43:13.982932+00:00
241,5999,Harvey Ltd,CA,low,2025-09-22T10:38:38.852168+00:00
242,6011,Bates-Garcia,IN,low,2021-11-02T17:47:45.085718+00:00
243,5999,Meadows LLC,GB,high,2023-02-23T00:03:00.589869+00:00
244,6011,"Williams, Miles and Johnson",DE,high,2021-08-22T04:14:41.582430+00:00
245,5311,Bowen Ltd,DE,medium,2024-06-29T22:35:47.111605+00:00
246,5999,Roach-Matthews,US,low,2020-10-25T10:36:27.110804+00:00
247,5411,Russell and Sons,CA,high,2023-12-24T16:39:21.816293+00:00
248,5999,Wilson-Smith,DE,medium,2024-10-08T15:02:27.483522+00:00
249,6011,Lopez Inc,DE,medium,2020-12-26T15:17:35.452285+00:00
250,5999,Matthews-Casey,GB,low,2022-02-08T12:46:54.855656+00:00
251,5812,"Bowman, Taylor and Haas",DE,medium,2022-08-13T22:38:36.598605+00:00
252,5311,"Rios, Schmidt and Pena",US,low,2024-12-30T18:44:13.097481+00:00
253,5999,"Gonzales, Hayes and Carpenter",CA,medium,2024-06-01T18:53:23.104271+00:00
254,5311,"Henderson, Figueroa and Garcia",US,low,2023-01-22T17:30:56.683419+00:00
255,5411,David PLC,IN,low,2024-02-11T16:58:31.234647+00:00
256,6011,Peters Ltd,US,low,2021-09-14T11:55:17.117114+00:00
257,5812,"Simon, Robinson and Zavala",GB,medium,2023-03-15T05:45:52.387915+00:00
258,5999,"Palmer, Hall and Lucas",GB,medium,2023-07-02T23:11:07.978752+00:00
259,5411,Eaton-Sims,IN,high,2022-03-25T05:40:39.862207+00:00
260,5999,Ramirez-Nelson,GB,low,2025-10-19T12:12:57.282387+00:00
261,5311,"Waller, Walker and Obrien",DE,high,2023-03-17T17:44:00.742971+00:00
262,5311,Fletcher-Mcmahon,DE,medium,2022-04-22T10:30:30.174555+00:00
263,5999,Henson-Miller,IN,low,2025-08-09T22:40:45.356892+00:00
264,5999,Matthews-Lutz,US,medium,2025-09-13T16:16:03.219310+00:00
265,5411,"Keller, Thompson and Shaw",DE,medium,2023-04-29T04:56:34.888817+00:00
266,5411,Aguirre and Sons,US,medium,2023-05-17T19:00:15.587450+00:00
267,6011,Brown-Goodman,CA,low,2025-10-07T23:33:13.038743+00:00
268,5812,"Dominguez, Snyder and Edwards",GB,high,2024-04-30T15:03:11.716989+00:00
269,5812,Rodriguez PLC,GB,medium,2021-06-24T14:24:28.457626+00:00
270,5999,Holder-Drake,IN,high,2024-08-17T02:39:25.741330+00:00
271,6011,Alvarez-Miller,CA,high,2021-11-02T06:31:30.795116+00:00
272,5311,Michael Group,CA,medium,2020-11-30T03:26:52.055538+00:00
273,5999,Smith PLC,CA,low,2020-12-01T09:28:52.987356+00:00
274,5812,"Anderson, Harris and Rodriguez",GB,high,2022-03-02T21:34:06.914113+00:00
275,6011,Lawrence LLC,DE,low,2023-06-08T11:22:34.964923+00:00
276,5311,Duncan Inc,US,medium,2021-08-18T19:27:05.208747+00:00
277,5411,Hanson LLC,GB,medium,2022-10-05T20:27:55.727503+00:00
278,5812,Hurley and Sons,US,high,2020-11-14T08:42:08.115207+00:00
279,6011,"Salinas, Cross and Wright",CA,high,2021-06-03T08:00:32.662765+00:00
280,6011,Morales-Moore,IN,high,2023-06-05T08:58:10.873434+00:00
281,5411,"Torres, Edwards and Love",GB,medium,2022-02-24T02:04:05.785422+00:00
282,5411,Payne-Thompson,GB,low,2024-09-25T18:35:30.082445+00:00
283,5812,"Rodriguez, Snyder and Hicks",DE,low,2022-07-27T12:23:23.933219+00:00
284,5999,"Kennedy, Goodman and Chan",CA,medium,2023-04-19T12:21:51.695005+00:00
285,6011,Garcia Group,DE,medium,2024-09-23T02:01:26.850980+00:00
286,6011,Casey-Sanders,US,low,2022-01-23T10:09:34.457197+00:00
287,6011,"Anderson, Walker and Lawson",GB,high,2021-01-14T12:25:38.201061+00:00
288,5311,Curtis and Sons,US,high,2021-11-20T13:55:10.453886+00:00
289,5411,"Vincent, Stephens and Mueller",CA,high,2021-03-07T20:31:38.970169+00:00
290,5812,"Peters, Roberts and Patrick",GB,medium,2025-01-02T05:03:42.019766+00:00
291,5311,Carter Inc,US,high,2024-01-31T03:16:49.190475+00:00
292,5999,Keller-Chen,DE,low,2021-10-04T13:02:08.895230+00:00
293,5812,"Johnson, Ward and Kidd",CA,low,2024-11-26T02:17:23.893462+00:00
294,5812,"Benitez, Carter and Hardin",IN,medium,2023-09-03T16:10:04.071043+00:00
295,6011,Weber Group,IN,low,2024-12-06T06:21:04.058006+00:00
296,6011,"Petty, Lee and Arnold",DE,medium,2021-06-01T12:17:08.885072+00:00
297,5411,Cook-Walker,US,medium,2024-07-20T14:44:35.601124+00:00
298,5999,Acevedo and Sons,CA,high,2023-01-09T06:11:54.744439+00:00
299,5311,"Escobar, Perry and Schroeder",IN,high,2021-08-31T11:53:01.763738+00:00
300,5999,"Glass, Hull and Smith",GB,low,2024-06-10T17:13:22.881580+00:00
301,5812,Lopez-Arnold,GB,low,2024-09-04T01:45:05.510469+00:00
302,5311,Olson-Johnson,IN,high,2024-05-17T13:49:22.025575+00:00
303,5812,Hernandez PLC,DE,medium,2021-07-22T02:25:11.627156+00:00
304,5411,Henry-King,US,low,2024-10-02T08:28:58.015041+00:00
305,5999,Sutton-Mendez,DE,low,2024-09-01T22:37:46.002538+00:00
306,5311,Davis LLC,GB,low,2023-08-11T05:22:07.486143+00:00
307,5999,Hart-Fritz,DE,medium,2024-02-09T09:32:53.821247+00:00
308,5999,Chavez Group,CA,low,2023-03-02T10:52:26.802457+00:00
309,5999,Bell Inc,CA,low,2024-08-20T03:26:48.809633+00:00
310,6011,Williams PLC,US,low,2022-06-28T16:32:29.173341+00:00
311,5812,Solomon-Clark,IN,high,2023-11-19T02:40:15.198049+00:00
312,5999,"Taylor, Morris and Garcia",GB,medium,2023-01-09T00:10:09.483827+00:00
313,5999,Reed-Tucker,DE,high,2021-01-22T07:51:50.609019+00:00
314,5812,"Mcdaniel, Flores and Bailey",CA,low,2023-07-11T07:08:33.420410+00:00
315,5999,Baker Group,IN,medium,2025-05-08T14:48:15.493158+00:00
316,5999,"Hayes, Weiss and Galvan",US,medium,2022-07-14T19:55:50.105655+00:00
317,5812,Stewart-Gordon,IN,low,2022-12-19T00:43:39.581527+00:00
318,5411,"Green, Hall and Singh",DE,low,2025-04-14T15:14:16.365920+00:00
319,5812,"Cross, Grimes and Tucker",IN,low,2024-12-03T19:39:19.944968+00:00
320,5411,"Boyer, Hogan and Melendez",US,high,2022-09-17T12:46:37.582016+00:00
321,6011,Mcclain-Williams,IN,high,2023-03-13T04:50:11.503386+00:00
322,5311,Morales-Morgan,IN,low,2022-11-03T16:39:12.626922+00:00
323,5311,Aguilar-Larsen,US,low,2023-12-15T16:20:52.071515+00:00
324,6011,Williams Inc,GB,high,2024-07-02T07:48:40.261168+00:00
325,5411,"Moore, Sullivan and Porter",CA,high,2022-06-09T11:37:40.318531+00:00
326,5411,White Inc,IN,medium,2023-02-22T01:58:42.490228+00:00
327,5311,Adams Group,DE,medium,2022-09-07T23:52:31.664003+00:00
328,5999,"Sanders, Thomas and Warren",CA,high,2020-12-24T23:04:32.092691+00:00
329,6011,"Gray, Hill and Maldonado",IN,high,2023-11-30T14:33:27.907538+00:00
330,6011,"Wilson, Noble and Lopez",GB,high,2025-05-23T12:32:40.290657+00:00
331,5999,"Chan, Peters and Delgado",GB,medium,2021-06-09T04:47:27.780994+00:00
332,5999,Hurst and Sons,IN,medium,2025-09-02T19:12:39.858275+00:00
333,5999,Bell PLC,US,low,2020-10-26T01:43:00.517070+00:00
334,5311,"Smith, Stone and Cowan",DE,medium,2024-05-17T03:54:13.013783+00:00
335,5411,Nichols LLC,GB,medium,2022-07-22T14:45:13.289514+00:00
336,5999,Curry-Ward,DE,medium,2022-11-17T06:03:36.771496+00:00
337,5812,Morgan LLC,US,high,2023-10-15T14:40:58.044292+00:00
338,5411,Bowers-Burgess,IN,high,2022-07-05T18:54:01.619822+00:00
339,5812,Morton PLC,US,medium,2020-12-26T20:10:59.132078+00:00
340,5812,Martin PLC,GB,low,2022-12-07T22:41:59.893095+00:00
341,5812,Murillo Ltd,US,medium,2022-03-03T21:39:28.391833+00:00
342,5411,Hill Inc,IN,low,2023-03-26T18:43:10.337204+00:00
