account_id,customer_id,product_type,open_dt,status,created_at
66,49,loan,2024-02-06,open,2025-10-19T14:24:10.387170+00:00
67,50,savings,2024-02-05,open,2025-10-19T14:24:10.387185+00:00
68,51,checking,2025-07-22,closed,2025-10-19T14:24:10.387200+00:00
69,52,credit,2024-06-19,open,2025-10-19T14:24:10.387216+00:00
70,52,credit,2024-01-12,closed,2025-10-19T14:24:10.387231+00:00
71,53,credit,2024-04-13,closed,2025-10-19T14:24:10.387247+00:00
72,54,checking,2024-11-03,closed,2025-10-19T14:24:10.387263+00:00
73,54,loan,2024-10-06,closed,2025-10-19T14:24:10.387279+00:00
74,54,savings,2025-05-02,open,2025-10-19T14:24:10.387294+00:00
75,55,checking,2025-10-07,dormant,2025-10-19T14:24:10.387310+00:00
76,56,credit,2023-11-26,open,2025-10-19T14:24:10.387325+00:00
77,57,savings,2023-12-01,closed,2025-10-19T14:24:10.387341+00:00
78,57,credit,2023-12-19,closed,2025-10-19T14:24:10.387356+00:00
79,57,checking,2025-07-21,closed,2025-10-19T14:24:10.387371+00:00
80,57,checking,2024-01-09,closed,2025-10-19T14:24:10.387385+00:00
81,58,savings,2024-07-01,dormant,2025-10-19T14:24:10.387400+00:00
82,59,credit,2023-10-19,closed,2025-10-19T14:24:10.387415+00:00
83,59,loan,2025-09-11,dormant,2025-10-19T14:24:10.387429+00:00
84,60,checking,2024-09-07,closed,2025-10-19T14:24:10.387445+00:00
85,61,savings,2025-02-11,closed,2025-10-19T14:24:10.387460+00:00
86,62,savings,2024-10-24,closed,2025-10-19T14:24:10.387475+00:00
87,63,loan,2023-12-01,closed,2025-10-19T14:24:10.387491+00:00
88,63,credit,2025-09-21,dormant,2025-10-19T14:24:10.387506+00:00
89,63,savings,2024-08-02,dormant,2025-10-19T14:24:10.387521+00:00
90,64,loan,2025-04-06,dormant,2025-10-19T14:24:10.387537+00:00
91,65,checking,2025-08-06,dormant,2025-10-19T14:24:10.387552+00:00
92,66,checking,2025-01-06,open,2025-10-19T14:24:10.387568+00:00
93,67,loan,2024-03-06,dormant,2025-10-19T14:24:10.387584+00:00
94,68,savings,2024-09-16,closed,2025-10-19T14:24:10.387601+00:00
95,68,credit,2024-08-24,dormant,2025-10-19T14:24:10.387617+00:00
96,69,savings,2025-07-15,closed,2025-10-19T14:24:10.387632+00:00
97,70,checking,2024-10-04,closed,2025-10-19T14:24:10.387648+00:00
98,70,savings,2024-10-01,open,2025-10-19T14:24:10.387663+00:00
99,71,credit,2024-12-19,dormant,2025-10-19T14:24:10.387680+00:00
100,71,credit,2025-07-18,closed,2025-10-19T14:24:10.387694+00:00
101,72,savings,2024-08-08,dormant,2025-10-19T14:24:10.387710+00:00
102,73,loan,2023-12-28,dormant,2025-10-19T14:24:10.387725+00:00
103,73,checking,2024-01-20,dormant,2025-10-19T14:24:10.387740+00:00
104,74,checking,2025-01-04,dormant,2025-10-19T14:24:10.387756+00:00
105,75,loan,2025-09-26,closed,2025-10-19T14:24:10.387770+00:00
106,76,savings,2025-04-26,dormant,2025-10-19T14:24:10.387786+00:00
107,77,checking,2024-07-26,open,2025-10-19T14:24:10.387802+00:00
108,78,checking,2025-08-10,closed,2025-10-19T14:24:10.387817+00:00
109,79,loan,2024-08-13,open,2025-10-19T14:24:10.387833+00:00
110,80,loan,2025-02-03,open,2025-10-19T14:24:10.387848+00:00
111,81,loan,2024-01-14,open,2025-10-19T14:24:10.387864+00:00
112,81,checking,2024-08-16,closed,2025-10-19T14:24:10.387878+00:00
113,81,loan,2024-09-10,dormant,2025-10-19T14:24:10.387893+00:00
114,82,savings,2024-04-24,closed,2025-10-19T14:24:10.387908+00:00
115,83,checking,2025-04-18,dormant,2025-10-19T14:24:10.387923+00:00
116,84,savings,2025-08-14,dormant,2025-10-19T14:24:10.387939+00:00
117,85,checking,2024-06-02,open,2025-10-19T14:24:10.387955+00:00
118,86,credit,2024-04-13,dormant,2025-10-19T14:24:10.387970+00:00
119,86,loan,2024-03-01,closed,2025-10-19T14:24:10.387985+00:00
120,87,checking,2023-12-06,closed,2025-10-19T14:24:10.388000+00:00
121,88,loan,2025-08-29,closed,2025-10-19T14:24:10.388015+00:00
122,88,loan,2025-02-26,dormant,2025-10-19T14:24:10.388031+00:00
123,89,loan,2024-03-26,open,2025-10-19T14:24:10.388046+00:00
124,90,credit,2025-07-18,closed,2025-10-19T14:24:10.388064+00:00
125,90,checking,2024-10-28,open,2025-10-19T14:24:10.388078+00:00
126,91,savings,2025-07-07,dormant,2025-10-19T14:24:10.388093+00:00
127,92,credit,2024-10-13,closed,2025-10-19T14:24:10.388109+00:00
128,92,loan,2025-01-08,closed,2025-10-19T14:24:10.388124+00:00
129,93,checking,2024-03-27,closed,2025-10-19T14:24:10.388140+00:00
130,94,checking,2025-09-01,closed,2025-10-19T14:24:10.388156+00:00
131,94,checking,2025-04-16,open,2025-10-19T14:24:10.388171+00:00
132,94,savings,2024-05-15,dormant,2025-10-19T14:24:10.388186+00:00
133,94,credit,2025-06-01,closed,2025-10-19T14:24:10.388202+00:00
134,95,checking,2024-06-23,closed,2025-10-19T14:24:10.388217+00:00
135,96,checking,2024-02-09,open,2025-10-19T14:24:10.388232+00:00
136,96,credit,2024-10-05,closed,2025-10-19T14:24:10.388247+00:00
137,97,checking,2025-01-04,dormant,2025-10-19T14:24:10.388262+00:00
138,98,credit,2025-04-12,dormant,2025-10-19T14:24:10.388277+00:00
139,99,loan,2025-06-29,closed,2025-10-19T14:24:10.388292+00:00
140,99,checking,2025-04-26,closed,2025-10-19T14:24:10.388306+00:00
141,100,credit,2025-03-14,dormant,2025-10-19T14:24:10.388321+00:00
142,101,savings,2024-12-14,open,2025-10-19T14:24:10.388336+00:00
143,102,loan,2024-03-14,open,2025-10-19T14:24:10.388351+00:00
144,102,loan,2025-07-02,closed,2025-10-19T14:24:10.388366+00:00
145,103,loan,2023-11-24,dormant,2025-10-19T14:24:10.388381+00:00
146,103,loan,2025-04-04,closed,2025-10-19T14:24:10.388395+00:00
147,104,loan,2024-12-18,closed,2025-10-19T14:24:10.388411+00:00
148,105,savings,2025-09-09,open,2025-10-19T14:24:10.388427+00:00
149,106,checking,2025-05-13,open,2025-10-19T14:24:10.388443+00:00
150,107,credit,2025-08-03,open,2025-10-19T14:24:10.388459+00:00
151,107,credit,2025-10-16,dormant,2025-10-19T14:24:10.388473+00:00
152,108,loan,2025-06-07,open,2025-10-19T14:24:10.388489+00:00
153,109,credit,2024-11-16,dormant,2025-10-19T14:24:10.388506+00:00
154,110,loan,2024-03-25,open,2025-10-19T14:24:10.388522+00:00
155,111,loan,2024-01-28,open,2025-10-19T14:24:10.388538+00:00
156,111,credit,2024-01-20,open,2025-10-19T14:24:10.388553+00:00
157,112,checking,2024-02-13,dormant,2025-10-19T14:24:10.388568+00:00
158,113,loan,2025-05-27,open,2025-10-19T14:24:10.388583+00:00
159,114,loan,2025-04-12,open,2025-10-19T14:24:10.388599+00:00
160,114,credit,2024-07-03,closed,2025-10-19T14:24:10.388614+00:00
161,115,loan,2024-11-07,closed,2025-10-19T14:24:10.388631+00:00
162,116,loan,2023-10-30,dormant,2025-10-19T14:24:10.388646+00:00
163,117,checking,2024-08-04,open,2025-10-19T14:24:10.388661+00:00
164,118,checking,2024-04-20,open,2025-10-19T14:24:10.388677+00:00
165,118,checking,2024-07-29,closed,2025-10-19T14:24:10.388692+00:00
166,119,checking,2024-12-09,closed,2025-10-19T14:24:10.388708+00:00
167,119,credit,2025-01-29,dormant,2025-10-19T14:24:10.388723+00:00
168,120,savings,2025-09-23,closed,2025-10-19T14:24:10.388739+00:00
169,121,savings,2025-02-08,open,2025-10-19T14:24:10.388755+00:00
170,121,savings,2025-07-05,open,2025-10-19T14:24:10.388769+00:00
171,122,loan,2025-06-27,open,2025-10-19T14:24:10.388785+00:00
172,123,savings,2025-10-14,closed,2025-10-19T14:24:10.388801+00:00
173,123,savings,2023-11-01,closed,2025-10-19T14:24:10.388816+00:00
174,124,savings,2024-01-23,open,2025-10-19T14:24:10.388832+00:00
175,124,loan,2025-06-12,closed,2025-10-19T14:24:10.388847+00:00
176,124,credit,2023-12-01,closed,2025-10-19T14:24:10.388861+00:00
177,125,loan,2025-05-28,open,2025-10-19T14:24:10.388876+00:00
178,126,savings,2025-04-22,dormant,2025-10-19T14:24:10.388890+00:00
179,127,savings,2025-09-23,closed,2025-10-19T14:24:10.388905+00:00
180,128,credit,2024-02-05,dormant,2025-10-19T14:24:10.388919+00:00
181,129,savings,2024-06-02,closed,2025-10-19T14:24:10.388934+00:00
182,130,savings,2025-09-29,closed,2025-10-19T14:24:10.388948+00:00
183,131,savings,2024-04-01,dormant,2025-10-19T14:24:10.388963+00:00
184,131,checking,2025-07-10,open,2025-10-19T14:24:10.388978+00:00
185,131,loan,2025-06-27,dormant,2025-10-19T14:24:10.388992+00:00
186,132,savings,2023-11-22,closed,2025-10-19T14:24:10.389007+00:00
187,132,checking,2025-08-12,closed,2025-10-19T14:24:10.389020+00:00
188,133,loan,2024-11-26,dormant,2025-10-19T14:24:10.389035+00:00
189,134,checking,2025-06-06,dormant,2025-10-19T14:24:10.389049+00:00
190,134,savings,2025-08-06,open,2025-10-19T14:24:10.389062+00:00
191,135,checking,2024-12-15,closed,2025-10-19T14:24:10.389077+00:00
192,135,credit,2024-06-07,dormant,2025-10-19T14:24:10.389091+00:00
193,135,loan,2025-03-27,dormant,2025-10-19T14:24:10.389105+00:00
194,136,savings,2024-05-28,dormant,2025-10-19T14:24:10.389119+00:00
195,136,loan,2025-05-19,closed,2025-10-19T14:24:10.389133+00:00
196,137,savings,2024-07-02,open,2025-10-19T14:24:10.389147+00:00
197,138,loan,2024-09-21,dormant,2025-10-19T14:24:10.389161+00:00
198,139,loan,2024-10-29,closed,2025-10-19T14:24:10.389176+00:00
199,139,checking,2025-01-04,closed,2025-10-19T14:24:10.389189+00:00
200,139,checking,2025-09-27,dormant,2025-10-19T14:24:10.389203+00:00
201,140,credit,2024-12-02,closed,2025-10-19T14:24:10.389217+00:00
202,141,loan,2024-09-26,dormant,2025-10-19T14:24:10.389232+00:00
203,141,checking,2024-06-30,open,2025-10-19T14:24:10.389245+00:00
204,142,credit,2025-10-12,open,2025-10-19T14:24:10.389260+00:00
205,142,checking,2024-11-09,dormant,2025-10-19T14:24:10.389273+00:00
206,142,savings,2024-02-24,open,2025-10-19T14:24:10.389287+00:00
207,143,checking,2024-06-07,open,2025-10-19T14:24:10.389302+00:00
208,143,credit,2023-10-27,closed,2025-10-19T14:24:10.389315+00:00
209,144,credit,2025-05-29,closed,2025-10-19T14:24:10.389330+00:00
210,144,savings,2024-11-25,dormant,2025-10-19T14:24:10.389343+00:00
211,144,checking,2024-09-13,closed,2025-10-19T14:24:10.389357+00:00
212,145,loan,2025-07-23,closed,2025-10-19T14:24:10.389371+00:00
213,146,checking,2023-12-27,closed,2025-10-19T14:24:10.389386+00:00
214,147,credit,2024-05-03,open,2025-10-19T14:24:10.389400+00:00
215,148,credit,2025-09-15,open,2025-10-19T14:24:10.389414+00:00
216,149,credit,2024-04-04,open,2025-10-19T14:24:10.389434+00:00
217,150,checking,2025-09-22,dormant,2025-10-19T14:24:10.389448+00:00
218,151,savings,2025-08-03,open,2025-10-19T14:24:10.389462+00:00
219,152,credit,2024-02-04,closed,2025-10-19T14:24:10.389477+00:00
220,152,checking,2025-02-15,dormant,2025-10-19T14:24:10.389490+00:00
221,153,savings,2024-10-03,open,2025-10-19T14:24:10.389505+00:00
222,153,loan,2025-02-11,closed,2025-10-19T14:24:10.389519+00:00
223,154,credit,2024-09-13,open,2025-10-19T14:24:10.389534+00:00
224,154,credit,2025-05-02,dormant,2025-10-19T14:24:10.389547+00:00
225,155,loan,2025-02-21,dormant,2025-10-19T14:24:10.389562+00:00
226,155,loan,2024-12-21,dormant,2025-10-19T14:24:10.389575+00:00
227,156,checking,2025-03-21,closed,2025-10-19T14:24:10.389589+00:00
228,157,checking,2025-06-24,closed,2025-10-19T14:24:10.389603+00:00
229,158,savings,2024-10-26,closed,2025-10-19T14:24:10.389618+00:00
230,158,checking,2023-11-24,dormant,2025-10-19T14:24:10.389631+00:00
231,158,checking,2024-08-07,closed,2025-10-19T14:24:10.389645+00:00
232,159,checking,2024-02-26,open,2025-10-19T14:24:10.389660+00:00
233,159,checking,2024-03-30,open,2025-10-19T14:24:10.389674+00:00
234,159,checking,2023-12-03,dormant,2025-10-19T14:24:10.389688+00:00
235,160,checking,2024-12-31,open,2025-10-19T14:24:10.389702+00:00
236,161,savings,2024-10-08,dormant,2025-10-19T14:24:10.389716+00:00
237,162,credit,2025-02-24,dormant,2025-10-19T14:24:10.389731+00:00
238,163,checking,2023-10-25,open,2025-10-19T14:24:10.389745+00:00
239,164,credit,2025-02-16,dormant,2025-10-19T14:24:10.389759+00:00
240,165,loan,2024-10-15,open,2025-10-19T14:24:10.389773+00:00
241,166,checking,2024-07-20,closed,2025-10-19T14:24:10.389788+00:00
242,167,credit,2025-06-04,dormant,2025-10-19T14:24:10.389802+00:00
243,168,credit,2025-08-22,open,2025-10-19T14:24:10.389816+00:00
244,169,credit,2025-06-04,dormant,2025-10-19T14:24:10.389831+00:00
245,170,credit,2025-08-27,closed,2025-10-19T14:24:10.389845+00:00
246,170,savings,2025-06-19,dormant,2025-10-19T14:24:10.389858+00:00
247,170,savings,2024-03-09,dormant,2025-10-19T14:24:10.389877+00:00
248,171,checking,2024-02-23,open,2025-10-19T14:24:10.389891+00:00
249,172,loan,2025-06-17,dormant,2025-10-19T14:24:10.389906+00:00
250,172,savings,2025-01-19,dormant,2025-10-19T14:24:10.389921+00:00
251,173,credit,2024-09-03,open,2025-10-19T14:24:10.389936+00:00
252,173,savings,2024-05-22,open,2025-10-19T14:24:10.389952+00:00
253,174,checking,2024-11-07,closed,2025-10-19T14:24:10.389984+00:00
254,175,loan,2024-04-11,open,2025-10-19T14:24:10.390035+00:00
255,176,savings,2024-11-03,closed,2025-10-19T14:24:10.390055+00:00
256,177,credit,2025-08-27,open,2025-10-19T14:24:10.390073+00:00
257,178,credit,2024-10-27,dormant,2025-10-19T14:24:10.390089+00:00
258,179,credit,2023-11-08,open,2025-10-19T14:24:10.390106+00:00
259,180,savings,2024-11-19,closed,2025-10-19T14:24:10.390122+00:00
260,181,savings,2025-04-11,dormant,2025-10-19T14:24:10.390138+00:00
261,182,loan,2025-01-06,open,2025-10-19T14:24:10.390154+00:00
262,182,loan,2025-08-04,dormant,2025-10-19T14:24:10.390169+00:00
263,182,checking,2025-10-16,dormant,2025-10-19T14:24:10.390184+00:00
264,183,credit,2025-04-22,closed,2025-10-19T14:24:10.390200+00:00
265,183,savings,2025-04-10,open,2025-10-19T14:24:10.390214+00:00
266,184,credit,2025-10-08,closed,2025-10-19T14:24:10.390230+00:00
267,184,credit,2024-06-21,closed,2025-10-19T14:24:10.390245+00:00
268,185,savings,2024-06-05,closed,2025-10-19T14:24:10.390260+00:00
269,186,checking,2023-10-23,closed,2025-10-19T14:24:10.390276+00:00
270,186,credit,2025-09-21,closed,2025-10-19T14:24:10.390291+00:00
271,186,credit,2024-04-16,dormant,2025-10-19T14:24:10.390306+00:00
272,186,loan,2024-01-16,closed,2025-10-19T14:24:10.390320+00:00
273,187,credit,2024-11-27,open,2025-10-19T14:24:10.390350+00:00
274,187,savings,2025-06-12,open,2025-10-19T14:24:10.390366+00:00
275,188,credit,2024-07-08,dormant,2025-10-19T14:24:10.390383+00:00
276,188,loan,2024-06-28,open,2025-10-19T14:24:10.390398+00:00
277,189,checking,2025-05-10,closed,2025-10-19T14:24:10.390414+00:00
278,189,savings,2024-02-04,closed,2025-10-19T14:24:10.390429+00:00
279,189,savings,2024-02-12,open,2025-10-19T14:24:10.390447+00:00
280,190,checking,2024-07-09,dormant,2025-10-19T14:24:10.390463+00:00
281,191,checking,2024-05-23,open,2025-10-19T14:24:10.390480+00:00
282,192,checking,2024-06-02,closed,2025-10-19T14:24:10.390496+00:00
283,192,savings,2025-07-14,open,2025-10-19T14:24:10.390511+00:00
284,192,checking,2024-03-04,closed,2025-10-19T14:24:10.390527+00:00
285,193,credit,2025-01-21,closed,2025-10-19T14:24:10.390543+00:00
286,194,savings,2025-09-14,dormant,2025-10-19T14:24:10.390558+00:00
287,194,credit,2023-11-24,open,2025-10-19T14:24:10.390574+00:00
288,195,checking,2025-09-18,dormant,2025-10-19T14:24:10.390591+00:00
289,196,savings,2023-11-27,open,2025-10-19T14:24:10.390608+00:00
290,196,checking,2024-10-14,closed,2025-10-19T14:24:10.390625+00:00
291,196,checking,2025-06-14,open,2025-10-19T14:24:10.390642+00:00
292,197,credit,2024-07-10,dormant,2025-10-19T14:24:10.390659+00:00
293,198,checking,2024-10-10,open,2025-10-19T14:24:10.390674+00:00
294,199,loan,2024-04-22,dormant,2025-10-19T14:24:10.390691+00:00
295,200,credit,2024-04-26,dormant,2025-10-19T14:24:10.390709+00:00
296,201,savings,2025-01-28,dormant,2025-10-19T14:24:10.390725+00:00
297,201,checking,2024-11-26,closed,2025-10-19T14:24:10.390742+00:00
298,201,loan,2025-02-02,open,2025-10-19T14:24:10.390758+00:00
299,202,credit,2025-01-25,open,2025-10-19T14:24:10.390775+00:00
300,203,savings,2023-12-23,closed,2025-10-19T14:24:10.390791+00:00
301,204,credit,2024-04-28,closed,2025-10-19T14:24:10.390806+00:00
302,205,credit,2024-09-25,open,2025-10-19T14:24:10.390822+00:00
303,206,savings,2024-01-14,closed,2025-10-19T14:24:10.390838+00:00
304,207,loan,2023-12-22,dormant,2025-10-19T14:24:10.390854+00:00
305,208,savings,2024-05-12,dormant,2025-10-19T14:24:10.390870+00:00
306,209,checking,2023-12-27,closed,2025-10-19T14:24:10.390887+00:00
307,209,credit,2024-06-26,closed,2025-10-19T14:24:10.390902+00:00
308,210,loan,2024-01-28,open,2025-10-19T14:24:10.390918+00:00
309,210,credit,2023-10-27,dormant,2025-10-19T14:24:10.390933+00:00
310,211,savings,2023-12-19,open,2025-10-19T14:24:10.390949+00:00
311,212,loan,2025-05-05,closed,2025-10-19T14:24:10.390966+00:00
312,213,loan,2025-03-29,dormant,2025-10-19T14:24:10.390983+00:00
313,214,savings,2024-05-30,closed,2025-10-19T14:24:10.390999+00:00
314,215,loan,2024-09-27,dormant,2025-10-19T14:24:10.391015+00:00
315,216,savings,2025-02-24,open,2025-10-19T14:24:10.391032+00:00
316,217,loan,2024-01-10,closed,2025-10-19T14:24:10.391049+00:00
317,218,credit,2025-07-10,dormant,2025-10-19T14:24:10.391065+00:00
318,219,savings,2025-08-02,open,2025-10-19T14:24:10.391081+00:00
319,219,credit,2025-10-07,closed,2025-10-19T14:24:10.391096+00:00
320,220,checking,2025-04-13,open,2025-10-19T14:24:10.391113+00:00
321,221,checking,2025-04-07,open,2025-10-19T14:24:10.391127+00:00
322,222,credit,2025-06-22,dormant,2025-10-19T14:24:10.391142+00:00
323,223,credit,2025-05-21,open,2025-10-19T14:24:10.391160+00:00
324,224,checking,2024-07-10,dormant,2025-10-19T14:24:10.391175+00:00
325,225,credit,2024-07-10,open,2025-10-19T14:24:10.391190+00:00
326,226,savings,2025-09-25,closed,2025-10-19T14:24:10.391207+00:00
327,227,checking,2025-09-17,open,2025-10-19T14:24:10.391225+00:00
328,228,credit,2025-01-28,open,2025-10-19T14:24:10.391242+00:00
329,229,savings,2024-07-12,open,2025-10-19T14:24:10.391259+00:00
330,230,savings,2025-02-03,open,2025-10-19T14:24:10.391275+00:00
331,231,checking,2023-11-15,closed,2025-10-19T14:24:10.391291+00:00
332,232,savings,2024-08-08,dormant,2025-10-19T14:24:10.391309+00:00
333,232,credit,2024-09-14,dormant,2025-10-19T14:24:10.391324+00:00
334,233,savings,2024-03-10,dormant,2025-10-19T14:24:10.391340+00:00
335,234,loan,2025-02-11,dormant,2025-10-19T14:24:10.391357+00:00
336,235,credit,2023-11-11,open,2025-10-19T14:24:10.391372+00:00
337,236,checking,2024-08-13,open,2025-10-19T14:24:10.391389+00:00
338,237,savings,2024-02-01,open,2025-10-19T14:24:10.391405+00:00
339,238,checking,2024-11-07,open,2025-10-19T14:24:10.391421+00:00
340,239,loan,2025-10-10,open,2025-10-19T14:24:10.391436+00:00
341,240,savings,2025-08-19,closed,2025-10-19T14:24:10.391453+00:00
342,240,savings,2024-09-14,open,2025-10-19T14:24:10.391471+00:00
343,241,credit,2025-06-24,dormant,2025-10-19T14:24:10.391489+00:00
344,242,loan,2024-02-18,dormant,2025-10-19T14:24:10.391506+00:00
345,243,savings,2024-06-05,dormant,2025-10-19T14:24:10.391523+00:00
346,243,savings,2024-07-03,open,2025-10-19T14:24:10.391539+00:00
347,244,loan,2025-02-17,dormant,2025-10-19T14:24:10.391557+00:00
348,245,loan,2025-09-28,closed,2025-10-19T14:24:10.391574+00:00
349,246,credit,2024-11-11,dormant,2025-10-19T14:24:10.391592+00:00
350,246,credit,2025-10-07,open,2025-10-19T14:24:10.391608+00:00
351,247,checking,2025-01-03,dormant,2025-10-19T14:24:10.391624+00:00
352,247,credit,2025-06-06,closed,2025-10-19T14:24:10.391640+00:00
353,247,credit,2025-07-24,open,2025-10-19T14:24:10.391655+00:00
354,247,credit,2025-03-06,closed,2025-10-19T14:24:10.391671+00:00
355,248,savings,2025-05-08,closed,2025-10-19T14:24:10.391687+00:00
356,249,savings,2024-09-09,open,2025-10-19T14:24:10.391704+00:00
357,250,loan,2025-07-27,closed,2025-10-19T14:24:10.391719+00:00
358,251,loan,2024-02-04,closed,2025-10-19T14:24:10.391744+00:00
359,251,savings,2025-07-03,dormant,2025-10-19T14:24:10.391760+00:00
360,252,credit,2025-03-20,dormant,2025-10-19T14:24:10.391777+00:00
361,252,savings,2024-01-01,open,2025-10-19T14:24:10.391793+00:00
362,253,credit,2023-10-25,open,2025-10-19T14:24:10.391809+00:00
363,254,credit,2024-07-15,closed,2025-10-19T14:24:10.391825+00:00
364,255,loan,2025-06-04,open,2025-10-19T14:24:10.391840+00:00
365,256,savings,2024-09-29,dormant,2025-10-19T14:24:10.391856+00:00
366,257,checking,2025-06-03,closed,2025-10-19T14:24:10.391872+00:00
367,258,checking,2024-09-26,open,2025-10-19T14:24:10.391887+00:00
368,259,savings,2024-01-27,closed,2025-10-19T14:24:10.391903+00:00
369,260,loan,2023-11-03,closed,2025-10-19T14:24:10.391918+00:00
370,261,savings,2025-02-15,closed,2025-10-19T14:24:10.391934+00:00
371,261,loan,2025-06-06,dormant,2025-10-19T14:24:10.391950+00:00
372,262,loan,2024-10-08,closed,2025-10-19T14:24:10.391966+00:00
373,263,loan,2023-12-12,dormant,2025-10-19T14:24:10.391982+00:00
374,264,credit,2024-06-28,closed,2025-10-19T14:24:10.391999+00:00
375,264,checking,2024-05-27,open,2025-10-19T14:24:10.392016+00:00
376,264,savings,2025-06-24,dormant,2025-10-19T14:24:10.392030+00:00
377,264,checking,2024-07-13,dormant,2025-10-19T14:24:10.392045+00:00
